,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profit,ROI,Year,nameYear
1384,back to the future part ii,40000000,118450002,332000000,292000000,8.3,1989,back to the future part ii1989
3952,driving miss daisy,7500000,106593296,106593296,99093296,14.212439466666666,1989,driving miss daisy1989
1011,tango  cash,55000000,63408614,63408614,8408614,1.1528838909090908,1989,tango  cash1989
1877,harlem nights,30000000,60857262,95857262,65857262,3.1952420666666668,1989,harlem nights1989
5157,sex lies and videotape,1200000,24741667,36741667,35541667,30.618055833333333,1989,sex lies and videotape1989
1356,licence to kill,42000000,34667015,156167015,114167015,3.718262261904762,1989,licence to kill1989
3176,born on the fourth of july,14000000,70001698,70001698,56001698,5.000121285714286,1989,born on the fourth of july1989
1900,black rain,30000000,45892212,45892212,15892212,1.5297404,1989,black rain1989
2928,when harry met sallyâ,16000000,92823546,92961960,76961960,5.8101225,1989,when harry met sallyâ1989
4144,halloween 5 the revenge of michael myers,6000000,11642254,11642254,5642254,1.9403756666666667,1989,halloween 5 the revenge of michael myers1989
1626,batman,35000000,251188924,411348924,376348924,11.7528264,1989,batman1989
1892,star trek v the final frontier,30000000,52210049,70200000,40200000,2.34,1989,star trek v the final frontier1989
4128,a nightmare on elm street the dream child,6000000,22168359,22168359,16168359,3.6947265,1989,a nightmare on elm street the dream child1989
2822,troop beverly hills,18000000,7190505,7190505,-10809495,0.3994725,1989,troop beverly hills1989
3460,pet sematary,11500000,57469179,57469179,45969179,4.997319913043478,1989,pet sematary1989
5055,out of the dark,1600000,419428,419428,-1180572,0.2621425,1989,out of the dark1989
4124,do the right thing,6000000,26004026,26004026,20004026,4.334004333333334,1989,do the right thing1989
5066,kickboxer,1500000,14533681,14533681,13033681,9.689120666666666,1989,kickboxer1989
2643,were no angels,20000000,10555348,10555348,-9444652,0.5277674,1989,were no angels1989
3582,road house,10000000,30050028,30050028,20050028,3.0050028,1989,road house1989
2795,glory,18000000,26593580,26593580,8593580,1.477421111111111,1989,glory1989
2522,edward scissorhands,20000000,53976987,53976987,33976987,2.69884935,1990,edward scissorhands1990
2991,home alone,15000000,285761243,476684675,461684675,31.778978333333335,1990,home alone1990
5484,going under,500000,0,0,-500000,0.0,1990,going under1990
779,total recall,65000000,119394839,261400000,196400000,4.021538461538461,1990,total recall1990
3171,pretty woman,14000000,178406268,432645872,418645872,30.90327657142857,1990,pretty woman1990
2404,ghost,22000000,217631306,517600000,495600000,23.527272727272727,1990,ghost1990
2724,dances with wolves,19000000,184208842,424200000,405200000,22.326315789473686,1990,dances with wolves1990
702,die hard 2,70000000,117323878,239814025,169814025,3.4259146428571428,1990,die hard 21990
1398,back to the future part iii,40000000,88055283,244088654,204088654,6.10221635,1990,back to the future part iii1990
3232,teenage mutant ninja turtles,13500000,135265915,202000000,188500000,14.962962962962964,1990,teenage mutant ninja turtles1990
4685,spaced invaders,3000000,15000000,15000000,12000000,5.0,1990,spaced invaders1990
2200,goodfellas,25000000,46743809,46777347,21777347,1.87109388,1990,goodfellas1990
1052,the godfather part iii,54000000,66520529,66520529,12520529,1.2318616481481481,1990,the godfather part iii1990
5503,metropolitan,430000,2938000,2938000,2508000,6.832558139534884,1990,metropolitan1990
864,days of thunder,60000000,82670733,157670733,97670733,2.62784555,1990,days of thunder1990
1211,the adventures of ford fairlane,49000000,20423389,20423389,-28576611,0.41680385714285717,1990,the adventures of ford fairlane1990
3612,tremors,10000000,16667084,16667084,6667084,1.6667084,1990,tremors1990
2127,flatliners,26000000,61308153,61308153,35308153,2.3580058846153844,1990,flatliners1990
3267,childs play 2,13000000,26904572,34166572,21166572,2.628197846153846,1990,childs play 21990
4034,dark angel,7000000,4372561,4372561,-2627439,0.6246515714285714,1990,dark angel1990
1694,predator 2,35000000,28317513,54768418,19768418,1.5648119428571428,1990,predator 21990
1232,dick tracy,47000000,103738726,162738726,115738726,3.462526085106383,1990,dick tracy1990
3950,the blood of heroes,7700000,882290,882290,-6817710,0.11458311688311688,1990,the blood of heroes1990
1828,arachnophobia,31000000,53208180,53208180,22208180,1.7163929032258065,1990,arachnophobia1990
2123,kindergarten cop,26000000,91457688,202000000,176000000,7.769230769230769,1990,kindergarten cop1990
3614,mo better blues,10000000,16153000,16153000,6153000,1.6153,1990,mo better blues1990
1146,gremlins 2 the new batch,50000000,41476097,41476097,-8523903,0.82952194,1990,gremlins 2 the new batch1990
1843,the hunt for red october,30000000,120709866,200500000,170500000,6.683333333333334,1990,the hunt for red october1990
2588,quigley down under,20000000,21413105,21413105,1413105,1.07065525,1990,quigley down under1990
4287,house party 2,5000000,19438638,19438638,14438638,3.8877276,1991,house party 21991
2291,stone cold,25000000,9286314,9286314,-15713686,0.37145256,1991,stone cold1991
1865,the prince of tides,30000000,74787599,74787599,44787599,2.492919966666667,1991,the prince of tides1991
364,terminator 2 judgment day,100000000,203464105,515419827,415419827,5.15419827,1991,terminator 2 judgment day1991
814,hudson hawk,65000000,17218916,17218916,-47781084,0.2649064,1991,hudson hawk1991
4267,freddyâs dead the final nightmare,5000000,34872033,34872033,29872033,6.9744066,1991,freddyâs dead the final nightmare1991
2941,double impact,16000000,29090445,29090445,13090445,1.8181528125,1991,double impact1991
2545,bill  teds bogus journey,20000000,37537675,37537675,17537675,1.87688375,1991,bill  teds bogus journey1991
3469,fried green tomatoes,11000000,81204830,81204830,70204830,7.382257272727273,1991,fried green tomatoes1991
4085,boyz n the hood,6500000,56190094,56215095,49715095,8.648476153846154,1991,boyz n the hood1991
4024,warlock,7000000,8824553,8824553,1824553,1.2606504285714286,1991,warlock1991
2918,my girl,16500000,58011485,58011485,41511485,3.515847575757576,1991,my girl1991
4032,nikita,7000000,5017971,5017971,-1982029,0.716853,1991,nikita1991
2177,teenage mutant ninja turtles ii the secret of the ooze,25000000,78656813,78656813,53656813,3.14627252,1991,teenage mutant ninja turtles ii the secret of the ooze1991
3507,return to the blue lagoon,11000000,2000000,2000000,-9000000,0.18181818181818182,1991,return to the blue lagoon1991
3186,white fang,14000000,34729091,34729091,20729091,2.480649357142857,1991,white fang1991
5752,slacker,23000,1227508,1227508,1204508,53.36991304347826,1991,slacker1991
2495,the silence of the lambs,20000000,130726716,275726716,255726716,13.7863358,1991,the silence of the lambs1991
5733,the last waltz,35000,321952,322563,287563,9.216085714285715,1991,the last waltz1991
5493,straight out of brooklyn,450000,2712293,2712293,2262293,6.027317777777778,1991,straight out of brooklyn1991
4173,beastmaster 2 through the portal of time,6000000,773490,773490,-5226510,0.128915,1991,beastmaster 2 through the portal of time1991
1085,robin hood prince of thieves,50000000,165493908,390500000,340500000,7.81,1991,robin hood prince of thieves1991
1722,flight of the intruder,35000000,14471440,14471440,-20528560,0.4134697142857143,1991,flight of the intruder1991
1640,cape fear,35000000,79091969,182291969,147291969,5.208341971428571,1991,cape fear1991
1463,the doors,40000000,34416893,34416893,-5583107,0.860422325,1991,the doors1991
2369,the naked gun 2â½ the smell of fear,23000000,86930411,86930411,63930411,3.7795830869565217,1991,the naked gun 2â½ the smell of fear1991
2340,point break,24000000,43218387,83531958,59531958,3.48049825,1991,point break1991
2091,star trek vi the undiscovered country,27000000,74888996,96900000,69900000,3.588888888888889,1991,star trek vi the undiscovered country1991
1413,jfk,40000000,70405498,205400000,165400000,5.135,1991,jfk1991
2392,harley davidson and the marlboro man,23000000,7018525,7018525,-15981475,0.30515326086956523,1991,harley davidson and the marlboro man1991
5455,johnny suede,500000,55000,55000,-445000,0.11,1991,johnny suede1991
2341,the fisher king,24000000,41798224,41798224,17798224,1.7415926666666666,1991,the fisher king1991
4822,my own private idaho,2500000,6401336,6401336,3901336,2.5605344,1991,my own private idaho1991
701,hook,70000000,119654823,300854823,230854823,4.297926042857143,1991,hook1991
3810,due occhi diabolici,9000000,349618,349618,-8650382,0.03884644444444445,1991,due occhi diabolici1991
1848,the addams family,30000000,113502246,191502246,161502246,6.3834082,1991,the addams family1991
3839,haakon haakonsen,8500000,15024232,15024232,6524232,1.767556705882353,1991,haakon haakonsen1991
3909,showdown in little tokyo,8000000,2275557,2275557,-5724443,0.284444625,1991,showdown in little tokyo1991
2485,beauty and the beast,20000000,376057266,608431132,588431132,30.4215566,1991,beauty and the beast1991
1629,lethal weapon 3,35000000,144731527,319700000,284700000,9.134285714285713,1992,lethal weapon 31992
1264,patriot games,45000000,83287363,178100000,133100000,3.957777777777778,1992,patriot games1992
5166,reservoir dogs,1200000,2832029,2832029,1632029,2.360024166666667,1992,reservoir dogs1992
3575,the lawnmower man,10000000,32100816,32100816,22100816,3.2100816,1992,the lawnmower man1992
1388,a league of their own,40000000,107533925,132440066,92440066,3.31100165,1992,a league of their own1992
1704,hoffa,35000000,23365858,28391473,-6608527,0.8111849428571428,1992,hoffa1992
1769,a few good men,33000000,141340178,236500000,203500000,7.166666666666667,1992,a few good men1992
1402,bram stokers dracula,40000000,82522790,215862692,175862692,5.3965673,1992,bram stokers dracula1992
2488,home alone 2 lost in new york,20000000,173585516,358994850,338994850,17.9497425,1992,home alone 2 lost in new york1992
4477,the crying game,4000000,62546695,62546695,58546695,15.63667375,1992,the crying game1992
1660,malcolm x,35000000,48169910,48169910,13169910,1.376283142857143,1992,malcolm x1992
542,batman returns,80000000,162833635,266824291,186824291,3.3353036375,1992,batman returns1992
2496,waynes world,20000000,121697323,183097323,163097323,9.15486615,1992,waynes world1992
4928,night on earth,2000000,2015000,2022893,22893,1.0114465,1992,night on earth1992
2167,the bodyguard,25000000,121945720,410899039,385899039,16.43596156,1992,the bodyguard1992
3876,howards end,8000000,26124872,26317943,18317943,3.289742875,1992,howards end1992
1406,the last of the mohicans,40000000,75505856,75505856,35505856,1.8876464,1992,the last of the mohicans1992
3882,the player,8000000,21706101,28876702,20876702,3.60958775,1992,the player1992
4031,split second,7000000,5430822,5430822,-1569178,0.7758317142857143,1992,split second1992
1347,boomerang,42000000,70052444,131052444,89052444,3.1202962857142857,1992,boomerang1992
1362,hero,42000000,19487173,66787173,24787173,1.5901707857142857,1992,hero1992
1744,radio flyer,35000000,4651977,4651977,-30348023,0.13291362857142858,1992,radio flyer1992
3471,my cousin vinny,11000000,52929168,52929168,41929168,4.811742545454545,1992,my cousin vinny1992
4357,light sleeper,5000000,1050861,1050861,-3949139,0.2101722,1992,light sleeper1992
2032,aladdin,28000000,217350219,504050219,476050219,18.001793535714285,1992,aladdin1992
1012,death becomes her,55000000,58422650,149022650,94022650,2.7095027272727275,1992,death becomes her1992
1445,medicine man,40000000,44948240,44948240,4948240,1.123706,1992,medicine man1992
3169,unforgiven,14400000,101157447,159157447,144757447,11.05260048611111,1992,unforgiven1992
3375,the muppet christmas carol,12000000,27281507,27492918,15492918,2.2910765,1992,the muppet christmas carol1992
4355,a midnight clear,5000000,1526697,1526697,-3473303,0.3053394,1992,a midnight clear1992
3551,the mighty ducks,10000000,50752337,50752337,40752337,5.0752337,1992,the mighty ducks1992
3486,raising cain,11000000,21171695,21171695,10171695,1.9246995454545455,1992,raising cain1992
1506,memoirs of an invisible man,40000000,14358033,14358033,-25641967,0.358950825,1992,memoirs of an invisible man1992
4016,buffy the vampire slayer,7000000,14231669,14231669,7231669,2.0330955714285714,1992,buffy the vampire slayer1992
1016,alien 3,55000000,54927174,158500000,103500000,2.881818181818182,1992,alien 31992
3323,glengarry glen ross,12500000,10725228,10725228,-1774772,0.85801824,1992,glengarry glen ross1992
3498,whats eating gilbert grape,11000000,9170214,9170214,-1829786,0.8336558181818182,1993,whats eating gilbert grape1993
1761,the age of innocence,34000000,32014993,32014993,-1985007,0.9416174411764706,1993,the age of innocence1993
3412,fortress,12000000,6730578,46730578,34730578,3.8942148333333333,1993,fortress1993
3495,army of darkness,11000000,11502976,21502976,10502976,1.954816,1993,army of darkness1993
2160,mrs doubtfire,25000000,219195051,441286003,416286003,17.65144012,1993,mrs doubtfire1993
3991,the piano,7000000,40157856,40168957,33168957,5.738422428571429,1993,the piano1993
3063,the remains of the day,15000000,22954968,63954968,48954968,4.263664533333333,1993,the remains of the day1993
824,jurassic park,63000000,395708305,1038812584,975812584,16.489088634920634,1993,jurassic park1993
2507,free willy,20000000,77698625,153698625,133698625,7.68493125,1993,free willy1993
4684,jason goes to hell the final friday,3000000,15935068,15935068,12935068,5.311689333333334,1993,jason goes to hell the final friday1993
3030,whats love got to do with it,15000000,39100956,39100956,24100956,2.6067304,1993,whats love got to do with it1993
1259,the pelican brief,45000000,100768056,187995859,142995859,4.177685755555555,1993,the pelican brief1993
3177,cool runnings,14000000,68856263,155056263,141056263,11.075447357142858,1993,cool runnings1993
3304,excessive force,13000000,1152117,1152117,-11847883,0.08862438461538462,1993,excessive force1993
3264,loaded weapon 1,13000000,27979399,27979399,14979399,2.1522614615384614,1993,loaded weapon 11993
2751,the nutcracker,19000000,2119994,2119994,-16880006,0.11157863157894737,1993,the nutcracker1993
2168,schindlerâs list,25000000,96898818,322197132,297197132,12.88788528,1993,schindlerâs list1993
1342,the firm,42000000,158340892,270340892,228340892,6.4366879047619046,1993,the firm1993
5773,el mariachi,7000,2040920,2041928,2034928,291.704,1993,el mariachi1993
1327,the fugitive,44000000,183875760,353715317,309715317,8.038984477272727,1993,the fugitive1993
3321,true romance,12500000,12281000,12309980,-190020,0.9847984,1993,true romance1993
1801,alive,32000000,36299670,36299670,4299670,1.1343646875,1993,alive1993
3064,nowhere to run,15000000,22189039,52189039,37189039,3.4792692666666665,1993,nowhere to run1993
2464,teenage mutant ninja turtles iii,21000000,42273609,42273609,21273609,2.013029,1993,teenage mutant ninja turtles iii1993
2441,robocop 3,22000000,10696210,10696210,-11303790,0.4861913636363636,1993,robocop 31993
4929,nemesis,2000000,2001124,2001124,1124,1.000562,1993,nemesis1993
2057,hocus pocus,28000000,39360491,39360491,11360491,1.4057318214285714,1993,hocus pocus1993
5027,ed and his dead mother,1800000,673,673,-1799327,0.0003738888888888889,1993,ed and his dead mother1993
3100,the dark half,15000000,9579068,9579068,-5420932,0.6386045333333333,1993,the dark half1993
4741,dead alive,3000000,242623,242623,-2757377,0.08087433333333334,1993,dead alive1993
4591,menace ii society,3500000,27731527,27731527,24231527,7.923293428571428,1993,menace ii society1993
4163,only the strong,6000000,3273588,3273588,-2726412,0.545598,1993,only the strong1993
2187,tombstone,25000000,56505065,56505065,31505065,2.2602026,1993,tombstone1993
4716,warlock the armageddon,3000000,3902679,3902679,902679,1.300893,1993,warlock the armageddon1993
1361,super mario bros,42000000,20844907,20844907,-21155093,0.4963073095238095,1993,super mario bros1993
4964,return of the living dead 3,2000000,21000,21000,-1979000,0.0105,1993,return of the living dead 31993
1745,bound by honor,35000000,4496583,4496583,-30503417,0.1284738,1993,bound by honor1993
4073,dazed and confused,6900000,7950889,7950889,1050889,1.1523027536231885,1993,dazed and confused1993
4089,the adventures of huck finn,6500000,24103594,24103594,17603594,3.7082452307692306,1993,the adventures of huck finn1993
3881,much ado about nothing,8000000,22549338,22549338,14549338,2.81866725,1993,much ado about nothing1993
2423,shadowlands,22000000,25842377,25842377,3842377,1.1746535,1993,shadowlands1993
789,cliffhanger,65000000,84049211,255000000,190000000,3.923076923076923,1993,cliffhanger1993
2125,philadelphia,26000000,77324422,201324422,175324422,7.743247,1993,philadelphia1993
2206,the beverly hillbillies,25000000,42222647,55598481,30598481,2.22393924,1993,the beverly hillbillies1993
2285,gettysburg,25000000,10731997,10731997,-14268003,0.42927988,1993,gettysburg1993
3190,poetic justice,14000000,27450453,27450453,13450453,1.960746642857143,1993,poetic justice1993
3164,groundhog day,14600000,70906973,70906973,56306973,4.85664198630137,1993,groundhog day1993
511,last action hero,85000000,50016394,137298489,52298489,1.6152763411764706,1993,last action hero1993
5361,ruby in paradise,800000,1001437,1001437,201437,1.25179625,1993,ruby in paradise1993
717,wolf,70000000,65011757,131011757,61011757,1.8715965285714287,1994,wolf1994
3897,the inkwell,8000000,8864699,8864699,864699,1.108087375,1994,the inkwell1994
5087,killing zoe,1500000,418953,418953,-1081047,0.279302,1994,killing zoe1994
1867,legends of the fall,30000000,66502573,160502573,130502573,5.350085766666667,1994,legends of the fall1994
1842,speed,30000000,121248145,283200000,253200000,9.44,1994,speed1994
2095,the jungle book,27000000,44342956,44342956,17342956,1.6423317037037037,1994,the jungle book1994
5075,exotica,1500000,5046118,5046118,3546118,3.364078666666667,1994,exotica1994
1152,on deadly ground,50000000,38590458,38590458,-11409542,0.77180916,1994,on deadly ground1994
5742,clerks,27000,3073428,3894240,3867240,144.23111111111112,1994,clerks1994
1145,beverly hills cop iii,50000000,42586861,119180938,69180938,2.38361876,1994,beverly hills cop iii1994
1098,interview with the vampire the vampire chronicles,50000000,105264608,223564608,173564608,4.47129216,1994,interview with the vampire the vampire chronicles1994
3528,there goes my baby,10500000,125169,125169,-10374831,0.011920857142857143,1994,there goes my baby1994
2765,the mask,18000000,119920129,351620129,333620129,19.534451611111113,1994,the mask1994
1187,babys day out,50000000,16581575,16581575,-33418425,0.3316315,1994,babys day out1994
2699,rapa nui,20000000,305070,305070,-19694930,0.0152535,1994,rapa nui1994
1254,the flintstones,45000000,130531208,358500000,313500000,7.966666666666667,1994,the flintstones1994
2638,3 ninjas kick back,20000000,11744960,11744960,-8255040,0.587248,1994,3 ninjas kick back1994
2629,bullets over broadway,20000000,13383747,13383747,-6616253,0.66918735,1994,bullets over broadway1994
2949,lãon,16000000,19284974,45284974,29284974,2.830310875,1994,lãon1994
1288,the river wild,45000000,46815000,94215000,49215000,2.0936666666666666,1994,the river wild1994
5388,hoop dreams,700000,7768371,11768371,11068371,16.811958571428573,1994,hoop dreams1994
608,the lion king,79300000,421785283,986214868,906914868,12.43650527112232,1994,the lion king1994
3288,serial mom,13000000,7881335,7881335,-5118665,0.6062565384615385,1994,serial mom1994
370,true lies,100000000,146282411,365300000,265300000,3.653,1994,true lies1994
1279,the specialist,45000000,57362581,57362581,12362581,1.2747240222222223,1994,the specialist1994
1262,the client,45000000,92115211,117615211,72615211,2.6136713555555557,1994,the client1994
3861,pulp fiction,8000000,107928762,212928762,204928762,26.61609525,1994,pulp fiction1994
1302,frankenstein,45000000,22006296,112006296,67006296,2.4890288,1994,frankenstein1994
3671,romeo is bleeding,10000000,3275585,3275585,-6724415,0.3275585,1994,romeo is bleeding1994
981,forrest gump,55000000,330151138,679850637,624850637,12.360920672727273,1994,forrest gump1994
2236,the shawshank redemption,25000000,28241469,28307092,3307092,1.13228368,1994,the shawshank redemption1994
3018,little women,15000000,50003303,50003303,35003303,3.3335535333333333,1994,little women1994
2826,ed wood,18000000,5828466,5828466,-12171534,0.32380366666666666,1994,ed wood1994
2927,dumb  dumber,16000000,127175374,246400000,230400000,15.4,1994,dumb  dumber1994
2406,the santa clause,22000000,144833357,189800000,167800000,8.627272727272727,1994,the santa clause1994
3350,ace ventura pet detective,12000000,72217396,107217396,95217396,8.934783,1994,ace ventura pet detective1994
3204,crooklyn,14000000,13024170,13024170,-975830,0.9302978571428572,1994,crooklyn1994
1489,renaissance man,40000000,24172899,24172899,-15827101,0.604322475,1994,renaissance man1994
1006,stargate,55000000,71565669,196565669,141565669,3.5739212545454544,1994,stargate1994
829,clear and present danger,62000000,122012656,207500000,145500000,3.346774193548387,1994,clear and present danger1994
828,wyatt earp,63000000,25052000,25052000,-37948000,0.39765079365079364,1994,wyatt earp1994
3607,sugar hill,10000000,18272447,18423914,8423914,1.8423914,1994,sugar hill1994
3798,pcu,9000000,4333569,4333569,-4666431,0.48150766666666667,1994,pcu1994
1528,the hudsucker proxy,40000000,2816518,14938149,-25061851,0.373453725,1994,the hudsucker proxy1994
1557,star trek generations,38000000,75671262,120000000,82000000,3.1578947368421053,1994,star trek generations1994
1895,naked gun 33 13 the final insult,30000000,51041856,51041856,21041856,1.7013952,1994,naked gun 33 13 the final insult1994
3586,a low down dirty shame,10000000,29317886,29317886,19317886,2.9317886,1994,a low down dirty shame1994
3718,police academy 7 mission to moscow,10000000,126247,126247,-9873753,0.0126247,1994,police academy 7 mission to moscow1994
1470,the shadow,40000000,31835600,31835600,-8164400,0.79589,1994,the shadow1994
1002,disclosure,55000000,83015089,212200000,157200000,3.8581818181818184,1994,disclosure1994
3885,wes cravens new nightmare,8000000,18090181,18090181,10090181,2.261272625,1994,wes cravens new nightmare1994
4347,heavenly creatures,5000000,3046086,5438120,438120,1.087624,1994,heavenly creatures1994
1682,street fighter,35000000,33423000,99423000,64423000,2.8406571428571428,1994,street fighter1994
1455,rihie rih,40000000,38087756,38087756,-1912244,0.9521939,1994,rihie rih1994
4424,four weddings and a funeral,4500000,52700832,242895809,238395809,53.97684644444445,1994,four weddings and a funeral1994
2055,timecop,28000000,44853581,102053581,74053581,3.64477075,1994,timecop1994
2371,bad boys,23000000,65647413,141247413,118247413,6.141191869565217,1995,bad boys1995
997,casper,55000000,100328194,282300000,227300000,5.132727272727273,1995,casper1995
1942,virtuosity,30000000,23998226,23998226,-6001774,0.7999408666666666,1995,virtuosity1995
2589,to die for,20000000,21284514,27688744,7688744,1.3844372,1995,to die for1995
4111,mallrats,6100000,2108367,2108367,-3991633,0.3456339344262295,1995,mallrats1995
1873,babe,30000000,63658910,246100000,216100000,8.203333333333333,1995,babe1995
3386,tales from the crypt demon knight,12000000,21089146,21089146,9089146,1.7574288333333334,1995,tales from the crypt demon knight1995
435,cutthroat island,92000000,10017322,18517322,-73482678,0.20127523913043477,1995,cutthroat island1995
3140,things to do in denver when youre dead,15000000,529766,529766,-14470234,0.03531773333333333,1995,things to do in denver when youre dead1995
987,pocahontas,55000000,141579773,347100000,292100000,6.310909090909091,1995,pocahontas1995
453,die hard with a vengeance,90000000,100012499,366101666,276101666,4.067796288888889,1995,die hard with a vengeance1995
1854,se7en,30000000,100125643,328125643,298125643,10.937521433333334,1995,se7en1995
4297,halloween the curse of michael myers,5000000,15126948,15126948,10126948,3.0253896,1995,halloween the curse of michael myers1995
3764,richard iii,9200000,2684904,4199334,-5000666,0.456449347826087,1995,richard iii1995
1000,crimson tide,55000000,91387195,159387195,104387195,2.897949,1995,crimson tide1995
2363,the thief and the cobbler,24000000,669276,669276,-23330724,0.0278865,1995,the thief and the cobbler1995
5574,the incredibly true adventure of two girls in love,250000,2210408,2477155,2227155,9.90862,1995,the incredibly true adventure of two girls in love1995
785,jumanji,65000000,100458310,262758310,197758310,4.042435538461539,1995,jumanji1995
4505,the jerky boys,4000000,7555256,7555256,3555256,1.888814,1995,the jerky boys1995
2509,mortal kombat,20000000,70433227,122133227,102133227,6.10666135,1995,mortal kombat1995
2146,highlander the final dimension,26000000,13738574,13738574,-12261426,0.5284066923076923,1995,highlander the final dimension1995
5715,the brothers mcmullen,50000,10426506,10426506,10376506,208.53012,1995,the brothers mcmullen1995
757,money train,68000000,35324232,77224232,9224232,1.1356504705882353,1995,money train1995
2415,the net,22000000,50621733,110521733,88521733,5.023715136363636,1995,the net1995
774,apollo 13,65000000,173772767,335802271,270802271,5.166188784615384,1995,apollo 131995
4482,leaving las vegas,4000000,31983777,49800000,45800000,12.45,1995,leaving las vegas1995
1650,species,35000000,60054449,113354449,78354449,3.2386985428571426,1995,species1995
2062,rob roy,28000000,31390587,31390587,3390587,1.1210923928571428,1995,rob roy1995
684,braveheart,72000000,75545647,209045244,137045244,2.9034061666666666,1995,braveheart1995
831,the american president,62000000,60022813,107822813,45822813,1.739077629032258,1995,the american president1995
4511,four rooms,4000000,4301000,4301000,301000,1.07525,1995,four rooms1995
3505,the perez family,11000000,2794056,2794056,-8205944,0.2540050909090909,1995,the perez family1995
660,first knight,75000000,37361412,127361412,52361412,1.69815216,1995,first knight1995
3504,othello,11000000,2844379,2844379,-8155621,0.2585799090909091,1995,othello1995
4592,friday,3500000,27467564,27936778,24436778,7.981936571428571,1995,friday1995
3476,dead man walking,11000000,39387284,83088295,72088295,7.553481363636363,1995,dead man walking1995
5070,kids,1500000,7412216,20412216,18912216,13.608144,1995,kids1995
1162,assassins,50000000,30306268,83306268,33306268,1.66612536,1995,assassins1995
2409,the bridges of madison county,22000000,71516617,175516617,153516617,7.978028045454545,1995,the bridges of madison county1995
2920,sense and sensibility,16500000,42993774,134993774,118493774,8.181440848484849,1995,sense and sensibility1995
1836,toy story,30000000,191796233,364545516,334545516,12.1515172,1995,toy story1995
4823,before sunrise,2500000,5274005,5690220,3190220,2.276088,1995,before sunrise1995
1293,the indian in the cupboard,45000000,35627222,35627222,-9372778,0.7917160444444444,1995,the indian in the cupboard1995
2302,tank girl,25000000,4064333,4064333,-20935667,0.16257332,1995,tank girl1995
1313,nixon,45000000,13668249,34668249,-10331751,0.7704055333333333,1995,nixon1995
4001,desperado,7000000,25532388,25532388,18532388,3.647484,1995,desperado1995
2559,copycat,20000000,32051917,32051917,12051917,1.60259585,1995,copycat1995
1503,kiss of death,40000000,14942422,14942422,-25057578,0.37356055,1995,kiss of death1995
1194,jade,50000000,9812870,9812870,-40187130,0.1962574,1995,jade1995
1192,the scarlet letter,50000000,10359006,10359006,-39640994,0.20718012,1995,the scarlet letter1995
852,goldeneye,60000000,106429941,356429941,296429941,5.940499016666666,1995,goldeneye1995
1496,showgirls,40000000,20350754,37750754,-2249246,0.94376885,1995,showgirls1995
1189,fair game,50000000,11497497,26097497,-23902503,0.52194994,1995,fair game1995
109,waterworld,175000000,88246220,264246220,89246220,1.5099784,1995,waterworld1995
2833,restoration,18000000,4100000,4100000,-13900000,0.22777777777777777,1995,restoration1995
1823,mr hollandâs opus,31000000,82582604,106282604,75282604,3.4284710967741936,1995,mr hollandâs opus1995
2017,12 monkeys,29000000,57141459,168841459,139841459,5.822119275862069,1995,12 monkeys1995
1807,the quick and the dead,32000000,18552460,18552460,-13447540,0.579764375,1995,the quick and the dead1995
897,under siege 2 dark territory,60000000,50024083,104324083,44324083,1.7387347166666667,1995,under siege 2 dark territory1995
365,batman forever,100000000,184031112,336529144,236529144,3.36529144,1995,batman forever1995
1834,get shorty,30250000,72021008,115021008,84771008,3.8023473719008263,1995,get shorty1995
3195,vampire in brooklyn,14000000,19637147,19637147,5637147,1.4026533571428572,1995,vampire in brooklyn1995
4127,the usual suspects,6000000,23341568,34449356,28449356,5.741559333333333,1995,the usual suspects1995
2605,home for the holidays,20000000,17468887,22119269,2119269,1.10596345,1995,home for the holidays1995
1070,casino,52000000,42438300,110400000,58400000,2.123076923076923,1995,casino1995
1118,outbreak,50000000,67823573,190023573,140023573,3.80047146,1995,outbreak1995
4191,men of war,6000000,0,0,-6000000,0.0,1995,men of war1995
3230,clueless,13700000,56598476,56598476,42898476,4.131275620437957,1995,clueless1995
3220,jefferson in paris,14000000,2461628,2461628,-11538372,0.17583057142857142,1995,jefferson in paris1995
1110,congo,50000000,81022333,152022333,102022333,3.04044666,1995,congo1995
959,sabrina,58000000,53458319,87100000,29100000,1.5017241379310344,1995,sabrina1995
4143,tales from the hood,6000000,11784569,11784569,5784569,1.9640948333333332,1995,tales from the hood1995
519,judge dredd,85000000,34687912,113487912,28487912,1.3351519058823529,1995,judge dredd1995
2246,don juan demarco,25000000,22032635,22032635,-2967365,0.8813054,1995,don juan demarco1995
1849,ace ventura when nature calls,30000000,108360063,212400000,182400000,7.08,1995,ace ventura when nature calls1995
1234,the cable guy,47000000,60240295,102825796,55825796,2.187782893617021,1996,the cable guy1996
3299,faithful,13000000,2104439,2104439,-10895561,0.1618799230769231,1996,faithful1996
1331,the juror,44000000,22730924,22730924,-21269076,0.516611909090909,1996,the juror1996
1329,sleepers,44000000,53300852,165600852,121600852,3.7636557272727273,1996,sleepers1996
539,mission impossible,80000000,180981886,457697994,377697994,5.721224925,1996,mission impossible1996
5769,bang,10000,527,527,-9473,0.0527,1996,bang1996
3061,the craft,15000000,24769466,55669466,40669466,3.7112977333333332,1996,the craft1996
1304,multiplicity,45000000,20133326,20133326,-24866674,0.44740724444444446,1996,multiplicity1996
