,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,Action,Crime,Drama,Biography,Comedy,Fantasy,Horror,Thriller,Adventure,Animation,Documentary,History,Mystery,Science Fiction,Romance,Family,War,Music,Sport,Western,Musical,Adult,News,Link,start_year_str,Unnamed: 0_y,Title,Studio,Domestic Gross_x,Foreign Gross,Year_x,Clean Title,Unnamed: 0_x,Average Rating,Number of Votes,Unnamed: 0_y,Movie,Production Budget,Domestic Gross_y,Worldwide Gross,Profit,ROI,Year_y,nameYear
185,5883,tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,out of the furnace2013,2013,1278,Out of the Furnace,Rela.,11300000.0,4300000,2013,out of the furnace,3149,6.8,99037,2440,out of the furnace,22000000,11330849,15434375,-6565625,0.7015625,2013,out of the furnace2013
186,5897,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,moneyball2011,2011,394,Moneyball,Sony,75600000.0,34600000,2011,moneyball,16,7.6,326657,1114,moneyball,50000000,75605492,111300835,61300835,2.2260167,2011,moneyball2011
187,5898,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,the lone ranger2013,2013,1157,The Lone Ranger,BV,89300000.0,171200000,2013,the lone ranger,40559,6.4,208827,12,the lone ranger,275000000,89302115,260002115,-14997885,0.9454622363636364,2013,the lone ranger2013
188,5901,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,doctor strange2016,2016,2332,Doctor Strange,BV,232600000.0,445100000,2016,doctor strange,56834,7.5,514510,127,doctor strange,165000000,232641920,676404566,511404566,4.099421612121212,2016,doctor strange2016
189,5903,tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,escape plan2013,2013,1181,Escape Plan,LG/S,25100000.0,112200000,2013,escape plan,1484,6.7,211587,736,escape plan,70000000,25135965,103735965,33735965,1.4819423571428572,2013,escape plan2013
190,5908,tt1212419,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,hereafter2010,2010,60,Hereafter,WB,32700000.0,72500000,2010,hereafter,17,6.5,87288,1160,hereafter,50000000,32746941,108660270,58660270,2.1732054,2010,hereafter2010
191,5911,tt1212436,The Back-up Plan,The Back-up Plan,2010,104.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the backup plan2010,2010,78,The Back-Up Plan,CBS,37500000.0,40000000,2010,the backup plan,8706,5.4,46128,1674,the backup plan,35000000,37490007,75281179,40281179,2.1508908285714288,2010,the backup plan2010
192,5913,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lawless2012,2012,825,Lawless,Wein.,37400000.0,16300000,2012,lawless,19643,7.3,214055,2137,lawless,26000000,37397291,54393687,28393687,2.0920648846153846,2012,lawless2012
193,5918,tt1213641,First Man,First Man,2018,141.0,"Biography,Drama,History",False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,first man2018,2018,3135,First Man,Uni.,44900000.0,60800000,2018,first man,16120,7.4,120009,905,first man,60000000,44936545,105203825,45203825,1.7533970833333334,2018,first man2018
194,5920,tt1213663,The World's End,The World's End,2013,109.0,"Action,Comedy,Sci-Fi",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,the worlds end2013,2013,1242,The World's End,Focus,26000000.0,20100000,2013,the worlds end,17264,7.0,235308,2575,the worlds end,20000000,26004851,47508505,27508505,2.37542525,2013,the worlds end2013
195,5928,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,cars 22011,2011,337,Cars 2,BV,191500000.0,370700000,2011,cars 2,36073,6.2,138914,56,cars 2,200000000,191450875,560155383,360155383,2.800776915,2011,cars 22011
196,5930,tt1216491,Kill the Messenger,Kill the Messenger,2014,112.0,"Biography,Crime,Drama",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,kill the messenger2014,2014,1702,Kill the Messenger,Focus,2500000.0,,2014,kill the messenger,31921,7.0,41231,4350,kill the messenger,5000000,2450846,6656705,1656705,1.3313409999999999,2014,kill the messenger2014
197,5931,tt1216492,Leap Year,Leap Year,2010,100.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,leap year2010,2010,129,Leap Year,Uni.,25900000.0,6700000,2010,leap year,15327,6.5,86125,2739,leap year,19000000,25918920,32618920,13618920,1.7167852631578948,2010,leap year2010
198,5935,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,brave2012,2012,739,Brave,BV,237300000.0,303200000,2012,brave,5939,7.1,338728,76,brave,185000000,237282182,554606532,369606532,2.9978731459459467,2012,brave2012
199,5939,tt1217613,Battle Los Angeles,Battle Los Angeles,2011,116.0,"Action,Sci-Fi",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,battle los angeles2011,2011,358,Battle: Los Angeles,Sony,83600000.0,128300000,2011,battle los angeles,1485,5.8,167052,709,battle los angeles,70000000,83552429,213463976,143463976,3.0494853714285712,2011,battle los angeles2011
200,5941,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,limitless2011,2011,372,Limitless,Rela.,79200000.0,82600000,2011,limitless,7468,7.4,492490,2090,limitless,27000000,79249455,155564919,128564919,5.761663666666666,2011,limitless2011
201,5943,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,legend of the guardians the owls of gahoole2010,2010,48,Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000,2010,legend of the guardians the owls of gahoole,1176,7.0,73790,389,legend of the guardians the owls of gahoole,100000000,55675313,139716717,39716717,1.39716717,2010,legend of the guardians the owls of gahoole2010
202,5945,tt1219827,Ghost in the Shell,Ghost in the Shell,2017,107.0,"Action,Drama,Sci-Fi",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,ghost in the shell2017,2017,2812,Ghost in the Shell,Par.,40600000.0,129199999,2017,ghost in the shell,3151,6.4,176499,339,ghost in the shell,110000000,40563557,167910690,57910690,1.5264608181818182,2017,ghost in the shell2017
203,5953,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,96.0,"Action,Adventure,Horror",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,resident evil afterlife2010,2010,21,Resident Evil: Afterlife,SGem,60100000.0,240100000,2010,resident evil afterlife,67652,5.9,153270,969,resident evil afterlife,57500000,60128566,295874190,238374190,5.145638086956521,2010,resident evil afterlife2010
204,5964,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,zookeeper2011,2011,370,Zookeeper,Sony,80400000.0,89500000,2011,zookeeper,19644,5.2,52396,570,zookeeper,80000000,80360866,170805525,90805525,2.1350690625,2011,zookeeper2011
205,5976,tt1226229,Get Him to the Greek,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,get him to the greek2010,2010,68,Get Him to the Greek,Uni.,61000000.0,30300000,2010,get him to the greek,15328,6.4,161653,1421,get him to the greek,40000000,61153526,91455875,51455875,2.286396875,2010,get him to the greek2010
206,5978,tt1226273,Edge of Darkness,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,edge of darkness2010,2010,75,Edge of Darkness,WB,43300000.0,37800000,2010,edge of darkness,59279,6.6,84753,907,edge of darkness,60000000,43313890,82812456,22812456,1.3802076,2010,edge of darkness2010
207,5986,tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,beautiful boy2018,2018,3212,Beautiful Boy,Amazon,7600000.0,8700000,2018,beautiful boy,37682,7.3,30368,2294,beautiful boy,25000000,7634767,13031424,-11968576,0.52125696,2018,beautiful boy2018
208,5998,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,iron man 22010,2010,6,Iron Man 2,Par.,312400000.0,311500000,2010,iron man 2,760,7.0,657690,114,iron man 2,170000000,312433331,621156389,451156389,3.653861111764706,2010,iron man 22010
209,5999,tt1228987,Let Me In,Let Me In,2010,116.0,"Drama,Fantasy,Horror",False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,let me in2010,2010,137,Let Me In,Over.,12100000.0,12000000,2010,let me in,60473,7.1,107012,2637,let me in,20000000,12134935,28270399,8270399,1.41351995,2010,let me in2010
210,6003,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,anchorman 2 the legend continues2013,2013,1173,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013,anchorman 2 the legend continues,1178,6.3,156116,1091,anchorman 2 the legend continues,50000000,127352707,172185754,122185754,3.44371508,2013,anchorman 2 the legend continues2013
211,6021,tt1231583,Due Date,Due Date,2010,95.0,"Adventure,Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,due date2010,2010,35,Due Date,WB,100500000.0,111200000,2010,due date,3941,6.5,303523,783,due date,65000000,100539043,211739043,146739043,3.2575237384615385,2010,due date2010
212,6023,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,hot tub time machine2010,2010,91,Hot Tub Time Machine,MGM,50300000.0,14300000,2010,hot tub time machine,36078,6.4,153962,1609,hot tub time machine,36000000,50269859,65967750,29967750,1.8324375,2010,hot tub time machine2010
213,6025,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,thats my boy2012,2012,821,That's My Boy,Sony,36900000.0,20800000,2012,thats my boy,63463,5.6,83009,970,thats my boy,57500000,36931089,58085235,585235,1.010178,2012,thats my boy2012
214,6031,tt1232829,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21 jump street2012,2012,765,21 Jump Street,Sony,138400000.0,63100000,2012,21 jump street,20,7.2,477771,1343,21 jump street,42000000,138447667,202812429,160812429,4.828867357142856,2012,21 jump street2012
215,6045,tt1234719,Red Dawn,Red Dawn,2012,93.0,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,red dawn2012,2012,833,Red Dawn,FD,44800000.0,,2012,red dawn,19645,5.4,69599,800,red dawn,65000000,44806783,48164150,-16835850,0.740986923076923,2012,red dawn2012
216,6050,tt1235170,The Future,The Future,2011,91.0,"Drama,Fantasy,Romance",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the future2011,2011,620,The Future,RAtt.,569000.0,,2011,the future,63465,6.2,7648,5261,the future,1000000,568662,1239174,239174,1.239174,2011,the future2011
217,6052,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,wild target2010,2010,209,Wild Target,Free,109000.0,3300000,2010,wild target,1490,6.8,33915,3927,wild target,8000000,109338,5314194,-2685806,0.66427425,2010,wild target2010
218,6056,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,broken city2013,2013,1270,Broken City,Fox,19700000.0,,2013,broken city,7475,6.2,71704,1710,broken city,35000000,19701164,34480045,-519955,0.9851441428571428,2013,broken city2013
219,6093,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,your highness2011,2011,472,Your Highness,Uni.,21600000.0,3300000,2011,your highness,67655,5.5,92940,1177,your highness,50000000,21596445,26121638,-23878362,0.52243276,2011,your highness2011
220,6105,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i spit on your grave2010,2010,260,I Spit on Your Grave,Anch.,93100.0,480000,2010,i spit on your grave,52465,6.3,68592,5036,i spit on your grave,1750000,93051,1278471,-471529,0.7305548571428572,2010,i spit on your grave2010
221,6122,tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tourist2010,2010,25,The Tourist,Sony,67600000.0,210700000,2010,the tourist,56844,6.0,206714,384,the tourist,100000000,67631157,278731369,178731369,2.78731369,2010,the tourist2010
222,6123,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,aloha2015,2015,2008,Aloha,Sony,21100000.0,5200000,2015,aloha,22,5.4,54646,1602,aloha,37000000,21052030,25387091,-11612909,0.6861375945945946,2015,aloha2015
223,6127,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,extraordinary measures2010,2010,157,Extraordinary Measures,CBS,12100000.0,3100000,2010,extraordinary measures,40566,6.5,15673,1832,extraordinary measures,31000000,12482741,15826984,-15173016,0.5105478709677419,2010,extraordinary measures2010
224,6129,tt1244754,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,conviction2010,2010,172,Conviction,FoxS,6800000.0,2900000,2010,conviction,55694,7.2,39771,3327,conviction,12500000,6797696,11826980,-673020,0.9461584000000001,2010,conviction2010
225,6134,tt1245492,This Is the End,This Is the End,2013,107.0,"Comedy,Fantasy",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,this is the end2013,2013,1185,This is the End,Sony,101500000.0,24600000,2013,this is the end,63468,6.6,360556,1790,this is the end,32000000,101470202,126539117,94539117,3.95434740625,2013,this is the end2013
226,6135,tt1245526,RED,RED,2010,111.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,red2010,2010,38,Red,Sum.,90400000.0,108600000,2010,red,8714,7.1,271570,862,red,60000000,90380162,196439693,136439693,3.273994883333333,2010,red2010
227,6157,tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"Action,Comedy",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,kickass2010,2010,65,Kick-Ass,LGF,48100000.0,48100000,2010,kickass,67657,7.6,497363,2053,kickass,28000000,48071303,97531134,69531134,3.4832547857142857,2010,kickass2010
228,6168,tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,"Action,Fantasy,War",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300 rise of an empire2014,2014,1501,300: Rise of An Empire,WB,106600000.0,231000000,2014,300 rise of an empire,16129,6.2,262978,325,300 rise of an empire,110000000,106580051,330780051,220780051,3.007091372727273,2014,300 rise of an empire2014
229,6169,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,immortals2011,2011,353,Immortals,Rela.,83500000.0,143400000,2011,immortals,3158,6.0,152992,644,immortals,75000000,83504017,211562435,136562435,2.820832466666667,2011,immortals2011
230,6180,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the man with the iron fists2012,2012,870,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,the man with the iron fists,16130,5.4,58185,3078,the man with the iron fists,15000000,15634090,22018988,7018988,1.4679325333333333,2012,the man with the iron fists2012
231,6185,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,den of thieves2018,2018,3150,Den of Thieves,STX,44900000.0,35600000,2018,den of thieves,68860,7.0,69648,1902,den of thieves,30000000,44947622,80131391,50131391,2.671046366666667,2018,den of thieves2018
232,6198,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,sex and the city 22010,2010,24,Sex and the City 2,WB (NL),95300000.0,193000000,2010,sex and the city 2,25,4.4,69199,415,sex and the city 2,95000000,95347692,294680778,199680778,3.1019029263157893,2010,sex and the city 22010
233,6205,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,scream 42011,2011,398,Scream 4,W/Dim.,38200000.0,59000000,2011,scream 4,52467,6.2,118779,1454,scream 4,40000000,38180928,95989590,55989590,2.39973975,2011,scream 42011
234,6230,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the roommate2011,2011,445,The Roommate,SGem,37300000.0,3200000,2011,the roommate,5944,4.9,33062,2938,the roommate,16000000,37300107,52545707,36545707,3.2841066875,2011,the roommate2011
235,6241,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a very harold  kumar 3d christmas2011,2011,454,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011,a very harold  kumar 3d christmas,55700,6.3,62151,2552,a very harold  kumar 3d christmas,20000000,35061031,36265745,16265745,1.81328725,2011,a very harold  kumar 3d christmas2011
236,6250,tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the devils double2011,2011,586,The Devil's Double,LGF,1400000.0,,2011,the devils double,3162,7.1,58342,2722,the devils double,19100000,1361512,5965646,-13134354,0.3123374869109948,2011,the devils double2011
237,6268,tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 guns2013,2013,1183,2 Guns,Uni.,75600000.0,56300000,2013,2 guns,71403,6.7,182025,838,2 guns,61000000,75612460,132493015,71493015,2.1720166393442617,2013,2 guns2013
238,6283,tt1273678,The Spy Next Door,The Spy Next Door,2010,94.0,"Action,Comedy,Family",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,the spy next door2010,2010,111,The Spy Next Door,LGF,24300000.0,20900000,2010,the spy next door,3163,5.5,36767,2067,the spy next door,28000000,24307106,46752858,18752858,1.6697449285714283,2010,the spy next door2010
239,6292,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tempest2010,2010,270,The Tempest,Mira.,278000.0,68700,2010,the tempest,37691,5.4,7073,2700,the tempest,20000000,277943,277943,-19722057,0.01389715,2010,the tempest2010
240,13266,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tempest2010,2010,270,The Tempest,Mira.,278000.0,68700,2010,the tempest,52663,7.8,94,2700,the tempest,20000000,277943,277943,-19722057,0.01389715,2010,the tempest2010
241,6298,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,looper2012,2012,771,Looper,TriS,66500000.0,110000000,2012,looper,24976,7.4,500595,1868,looper,30000000,66486205,170466405,140466405,5.6822135000000005,2012,looper2012
242,6313,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,madagascar 3 europes most wanted2012,2012,734,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012,madagascar 3 europes most wanted,63475,6.8,146858,196,madagascar 3 europes most wanted,145000000,216391482,746921271,601921271,5.151181179310345,2012,madagascar 3 europes most wanted2012
243,6322,tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,date night2010,2010,47,Date Night,Fox,98700000.0,53600000,2010,date night,31935,6.3,144683,998,date night,55000000,98711404,152269033,97269033,2.7685278727272733,2010,date night2010
244,6334,tt1282140,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,easy a2010,2010,81,Easy A,SGem,58400000.0,16600000,2010,easy a,15342,7.1,330125,3866,easy a,8000000,58401464,76200721,68200721,9.525090125,2010,easy a2010
245,6348,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bad teacher2011,2011,356,Bad Teacher,Sony,100300000.0,115900000,2011,bad teacher,37692,5.7,181189,2726,bad teacher,19000000,100292856,215448997,196448997,11.339420894736842,2011,bad teacher2011
246,6350,tt1285016,The Social Network,The Social Network,2010,120.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the social network2010,2010,32,The Social Network,Sony,97000000.0,128000000,2010,the social network,53654,7.7,568578,1390,the social network,40000000,96962694,224922135,184922135,5.623053375,2010,the social network2010
247,6363,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,cats  dogs the revenge of kitty galore2010,2010,57,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010,cats  dogs the revenge of kitty galore,67663,4.3,12642,516,cats  dogs the revenge of kitty galore,85000000,43585753,113026383,28026383,1.3297221529411765,2010,cats  dogs the revenge of kitty galore2010
248,6371,tt1288558,Evil Dead,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller",False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,evil dead2013,2013,1198,Evil Dead,TriS,54200000.0,43300000,2013,evil dead,52471,6.5,146399,2876,evil dead,17000000,54239856,97778356,80778356,5.7516680000000004,2013,evil dead2013
249,6395,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,warrior2011,2011,477,Warrior,LGF,13700000.0,9400000,2011,warrior,36091,8.2,403755,2273,warrior,25000000,13657115,24215385,-784615,0.9686154,2011,warrior2011
250,6398,tt1292566,How to Be Single,How to Be Single,2016,110.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,how to be single2016,2016,2394,How to Be Single,WB (NL),46800000.0,65500000,2016,how to be single,56853,6.1,74329,1597,how to be single,37000000,46843513,100003780,63003780,2.702804864864865,2016,how to be single2016
251,6412,tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,the last song2010,2010,70,The Last Song,BV,63000000.0,26100000,2010,the last song,7492,6.0,74914,2514,the last song,20000000,62950384,92678948,72678948,4.6339474,2010,the last song2010
252,6447,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the watch2012,2012,815,The Watch,Fox,35400000.0,32900000,2012,the watch,1498,5.7,115757,1026,the watch,55000000,34353000,67130045,12130045,1.220546272727273,2012,the watch2012
253,6448,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pirates of the caribbean on stranger tides2011,2011,330,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,pirates of the caribbean on stranger tides,1499,6.6,447624,1,pirates of the caribbean on stranger tides,410600000,241063875,1045663875,635063875,2.546672856794934,2011,pirates of the caribbean on stranger tides2011
254,6463,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,kung fu panda 22011,2011,333,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,kung fu panda 2,60492,7.2,228465,173,kung fu panda 2,150000000,165249063,664837547,514837547,4.432250313333333,2011,kung fu panda 22011
255,6465,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,yogi bear2010,2010,37,Yogi Bear,WB,100200000.0,101300000,2010,yogi bear,71407,4.6,18934,561,yogi bear,80000000,100246011,204774690,124774690,2.559683625,2010,yogi bear2010
