,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,Action,Crime,Drama,Biography,Comedy,Fantasy,Horror,Thriller,Adventure,Animation,Documentary,History,Mystery,Science Fiction,Romance,Family,War,Music,Sport,Western,Musical,Adult,News,Link,start_year_str,Unnamed: 0_y,Title,Studio,Domestic Gross_x,Foreign Gross,Year_x,Clean Title,Unnamed: 0_x,Average Rating,Number of Votes,Unnamed: 0_y,Movie,Production Budget,Domestic Gross_y,Worldwide Gross,Profit,ROI,Year_y,nameYear
548,13698,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the guilt trip2012,2012,835,The Guilt Trip,Par.,37100000.0,4700000,2012,the guilt trip,25177,5.8,33702,1458,the guilt trip,40000000,37134215,41294674,1294674,1.03236685,2012,the guilt trip2012
549,13821,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,alexander and the terrible horrible no good very bad day2014,2014,1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014,alexander and the terrible horrible no good very bad day,69074,6.2,37325,2043,alexander and the terrible horrible no good very bad day,28000000,66954149,101379287,73379287,3.6206888214285713,2014,alexander and the terrible horrible no good very bad day2014
550,13918,tt1700841,Sausage Party,Sausage Party,2016,89.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,sausage party2016,2016,2382,Sausage Party,Sony,97700000.0,43000000,2016,sausage party,63688,6.2,159111,2727,sausage party,19000000,97670358,141344255,122344255,7.439171315789473,2016,sausage party2016
551,13959,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"Comedy,Western",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,casa de mi padre2012,2012,912,Casa De Mi Padre,LGF,5900000.0,2100000,2012,casa de mi padre,59485,5.5,19170,4152,casa de mi padre,6000000,5909483,8446952,2446952,1.4078253333333333,2012,casa de mi padre2012
552,13964,tt1702439,Safe Haven,Safe Haven,2013,115.0,"Drama,Romance,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,safe haven2013,2013,1197,Safe Haven,Rela.,71300000.0,26200000,2013,safe haven,19868,6.7,97055,2040,safe haven,28000000,71399120,94050951,66050951,3.358962535714286,2013,safe haven2013
553,13966,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,justin bieber never say never2011,2011,396,Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011,justin bieber never say never,55902,1.6,74978,3247,justin bieber never say never,13000000,73013910,99034125,86034125,7.618009615384616,2011,justin bieber never say never2011
554,14023,tt1703957,Genius,Genius,2016,104.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,genius2016,2016,2515,Genius,RAtt.,1400000.0,4300000,2016,genius,67857,6.6,15611,2909,genius,17000000,1361045,7265283,-9734717,0.4273695882352941,2016,genius2016
555,14110,tt1706593,Chronicle,Chronicle,2012,84.0,"Drama,Sci-Fi,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,chronicle2012,2012,784,Chronicle,Fox,64599999.0,62100000,2012,chronicle,52684,7.1,229258,3354,chronicle,12000000,64575175,123681790,111681790,10.306815833333333,2012,chronicle2012
556,14211,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,joyful noise2012,2012,853,Joyful Noise,WB,30900000.0,226000,2012,joyful noise,63692,5.8,7575,2085,joyful noise,27500000,30932113,31157914,3657914,1.1330150545454545,2012,joyful noise2012
557,14269,tt1711525,Office Christmas Party,Office Christmas Party,2016,105.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,office christmas party2016,2016,2393,Office Christmas Party,Par.,54800000.0,59700000,2016,office christmas party,8935,5.8,59253,1280,office christmas party,45000000,54767494,91323299,46323299,2.0294066444444443,2016,office christmas party2016
558,14290,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,alex cross2012,2012,845,Alex Cross,LG/S,25900000.0,8700000,2012,alex cross,40792,5.1,30951,1699,alex cross,35000000,25888412,35426759,426759,1.0121931142857143,2012,alex cross2012
559,14309,tt1712261,Triple 9,Triple 9,2016,115.0,"Crime,Thriller",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,triple 92016,2016,2463,Triple 9,ORF,12600000.0,10500000,2016,triple 9,15589,6.3,60369,2632,triple 9,20000000,12639297,25943792,5943792,1.2971896,2016,triple 92016
560,14358,tt1714206,The Spectacular Now,The Spectacular Now,2013,95.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the spectacular now2013,2013,1305,The Spectacular Now,A24,6900000.0,,2013,the spectacular now,228,7.1,133887,4821,the spectacular now,2500000,6852971,6916951,4416951,2.7667804,2013,the spectacular now2013
561,14360,tt1714209,In the Land of Blood and Honey,In the Land of Blood and Honey,2011,127.0,"Drama,Romance,War",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,in the land of blood and honey2011,2011,640,In the Land of Blood and Honey,FD,304000.0,,2011,in the land of blood and honey,53862,4.4,32776,3309,in the land of blood and honey,13000000,303877,509193,-12490807,0.039168692307692314,2011,in the land of blood and honey2011
562,14361,tt1714210,Weekend,Weekend,2011,97.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,weekend2011,2011,625,Weekend,IFC,485000.0,,2011,weekend,25192,7.6,25424,5642,weekend,190000,484592,1577585,1387585,8.303078947368421,2011,weekend2011
563,17783,tt1791679,Weekend,Weekend,2011,121.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,weekend2011,2011,625,Weekend,IFC,485000.0,,2011,weekend,52763,4.0,583,5642,weekend,190000,484592,1577585,1387585,8.303078947368421,2011,weekend2011
564,14480,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,people like us2012,2012,889,People Like Us,BV,12400000.0,,2012,people like us,60692,7.1,39618,2959,people like us,16000000,12431792,12617472,-3382528,0.788592,2012,people like us2012
565,14565,tt1719071,Another Happy Day,Another Happy Day,2011,119.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,another happy day2011,2011,634,Another Happy Day,P4,8500.0,347000,2011,another happy day,71604,6.0,3793,4551,another happy day,4000000,9120,978527,-3021473,0.24463175,2011,another happy day2011
566,14731,tt1723121,We're the Millers,We're the Millers,2013,110.0,"Comedy,Crime",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,were the millers2013,2013,1155,We're the Millers,WB (NL),150400000.0,119600000,2013,were the millers,57074,7.0,371759,1589,were the millers,37000000,150394119,267816276,230816276,7.23827772972973,2013,were the millers2013
567,14777,tt1723811,Shame,Shame,2011,101.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,shame2011,2011,485,Shame,FoxS,3900000.0,13800000,2011,shame,1708,7.2,171353,4096,shame,6500000,4002293,20412841,13912841,3.1404370769230767,2011,shame2011
568,14856,tt1726592,Before I Go to Sleep,Before I Go to Sleep,2014,92.0,"Drama,Horror,Mystery",False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,before i go to sleep2014,2014,1633,Before I Go To Sleep,CE,3200000.0,12200000,2014,before i go to sleep,15609,6.3,64684,2448,before i go to sleep,22000000,3242457,19563579,-2436421,0.889253590909091,2014,before i go to sleep2014
569,14938,tt1727388,The Way Way Back,The Way Way Back,2013,103.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the way way back2013,2013,1263,"The Way, Way Back",FoxS,21500000.0,1700000,2013,the way way back,4179,7.4,132642,4282,the way way back,5000000,21502690,26853810,21853810,5.370762,2013,the way way back2013
570,14960,tt1727776,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,scouts guide to the zombie apocalypse2015,2015,2021,Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015,scouts guide to the zombie apocalypse,40804,6.3,40479,3124,scouts guide to the zombie apocalypse,15000000,3703046,15554855,554855,1.0369903333333332,2015,scouts guide to the zombie apocalypse2015
571,14971,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018,134.0,"Biography,Drama,Music",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,bohemian rhapsody2018,2018,3084,Bohemian Rhapsody,Fox,216400000.0,687200000,2018,bohemian rhapsody,67883,8.0,345466,983,bohemian rhapsody,55000000,216303339,894985342,839985342,16.272460763636364,2018,bohemian rhapsody2018
572,15094,tt1730687,Darling Companion,Darling Companion,2012,103.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,darling companion2012,2012,1000,Darling Companion,SPC,794000.0,,2012,darling companion,48491,5.1,3085,3433,darling companion,12000000,793352,1200346,-10799654,0.10002883333333333,2012,darling companion2012
573,15118,tt1731141,Ender's Game,Ender's Game,2013,114.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,enders game2013,2013,1186,Ender's Game,LG/S,61700000.0,63800000,2013,enders game,7731,6.6,211722,335,enders game,110000000,61737191,127983283,17983283,1.1634843909090908,2013,enders game2013
574,15366,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,snow white and the huntsman2012,2012,745,Snow White and the Huntsman,Uni.,155300000.0,241300000,2012,snow white and the huntsman,19888,6.1,258938,118,snow white and the huntsman,170000000,155136755,401021746,231021746,2.3589514470588235,2012,snow white and the huntsman2012
575,15641,tt1742044,Jersey Boys,Jersey Boys,2014,134.0,"Biography,Drama,Music",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,jersey boys2014,2014,1566,Jersey Boys,WB,47000000.0,20600000,2014,jersey boys,55939,6.8,30410,1442,jersey boys,40000000,47047013,65282732,25282732,1.6320683,2014,jersey boys2014
576,15672,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sabotage2014,2014,1626,Sabotage,ORF,10500000.0,7000000,2014,sabotage,71639,5.7,55597,1728,sabotage,35000000,10508518,18376443,-16623557,0.5250412285714285,2014,sabotage2014
577,15675,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,i dont know how she does it2011,2011,462,I Don't Know How She Does It,Wein.,9700000.0,20900000,2011,i dont know how she does it,32196,4.9,18552,2357,i dont know how she does it,24000000,9659074,24474463,474463,1.0197692916666667,2011,i dont know how she does it2011
578,15865,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,moonrise kingdom2012,2012,816,Moonrise Kingdom,Focus,45500000.0,22800000,2012,moonrise kingdom,52717,7.8,291750,2932,moonrise kingdom,16000000,45512466,68848446,52848446,4.303027875,2012,moonrise kingdom2012
579,15881,tt1748179,Red Lights,Red Lights,2012,114.0,"Drama,Fantasy,Horror",False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,red lights2012,2012,882,Red Lights,MNE,52600.0,13500000,2012,red lights,7753,6.2,55287,2855,red lights,17700000,49521,14518884,-3181116,0.8202759322033898,2012,red lights2012
580,15894,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the collection2012,2012,917,The Collection,LD,6800000.0,,2012,the collection,48513,6.1,42256,3651,the collection,10000000,6810754,8890094,-1109906,0.8890094000000001,2012,the collection2012
581,16409,tt1758692,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,like crazy2011,2011,549,Like Crazy,ParV,3400000.0,336000,2011,like crazy,17528,6.7,55841,5573,like crazy,250000,3395391,3728400,3478400,14.9136,2011,like crazy2011
582,16424,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,the snowman2017,2017,2867,The Snowman,Uni.,6700000.0,36400000,2017,the snowman,28030,5.1,47890,1739,the snowman,35000000,6670765,43226146,8226146,1.2350327428571428,2017,the snowman2017
583,16426,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,this is 402012,2012,799,This Is 40,Uni.,67500000.0,20500000,2012,this is 40,15648,6.2,118862,1644,this is 40,35000000,67544505,90221182,55221182,2.5777480571428573,2012,this is 402012
584,16525,tt1763303,The First Time,The First Time,2012,95.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the first time2012,2012,1097,The First Time,Gold.,22800.0,,2012,the first time,1743,6.9,62589,4966,the first time,2000000,17061,17061,-1982939,0.0085305,2012,the first time2012
585,16548,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,arbitrage2012,2012,843,Arbitrage,RAtt.,7900000.0,27600000,2012,arbitrage,71654,6.6,46774,3408,arbitrage,12000000,7919574,35830713,23830713,2.98589275,2012,arbitrage2012
586,16556,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,killing them softly2012,2012,838,Killing Them Softly,Wein.,15000000.0,22900000,2012,killing them softly,28032,6.2,124086,3081,killing them softly,15000000,14945541,39238443,24238443,2.6158962000000003,2012,killing them softly2012
587,16642,tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the expendables 22012,2012,751,The Expendables 2,LGF,85000000.0,229900000,2012,the expendables 2,55963,6.6,277584,380,the expendables 2,100000000,85028192,311979256,211979256,3.11979256,2012,the expendables 22012
588,16782,tt1772240,Apollo 18,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,apollo 182011,2011,470,Apollo 18,W/Dim.,17700000.0,7900000,2011,apollo 18,17539,5.2,51427,4293,apollo 18,5000000,17686929,26517819,21517819,5.3035638,2011,apollo 182011
589,16792,tt1772288,Danny Collins,Danny Collins,2015,106.0,"Biography,Comedy,Drama",False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,danny collins2015,2015,2031,Danny Collins,BST,5600000.0,5200000,2015,danny collins,1448,7.0,27435,3658,danny collins,10000000,5637066,8465845,-1534155,0.8465845,2015,danny collins2015
590,16808,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,wreckit ralph2012,2012,740,Wreck-It Ralph,BV,189400000.0,281800000,2012,wreckit ralph,28038,7.7,344496,130,wreckit ralph,165000000,189412677,496511521,331511521,3.009160733333333,2012,wreckit ralph2012
591,17175,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,paranormal activity 32011,2011,360,Paranormal Activity 3,Par.,104000000.0,103000000,2011,paranormal activity 3,8998,5.8,85689,4250,paranormal activity 3,5000000,104028807,207039844,202039844,41.4079688,2011,paranormal activity 32011
592,17266,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,anna karenina2012,2012,814,Anna Karenina,Focus,12800000.0,56100000,2012,anna karenina,6209,6.6,84668,1212,anna karenina,49000000,12816367,71004627,22004627,1.4490740204081634,2012,anna karenina2012
593,17281,tt1781827,Hands of Stone,Hands of Stone,2016,111.0,"Action,Biography,Drama",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,hands of stone2016,2016,2519,Hands of Stone,Wein.,4700000.0,,2016,hands of stone,59553,6.6,12851,2673,hands of stone,20000000,4712792,5031975,-14968025,0.25159875,2016,hands of stone2016
594,17301,tt1781922,No Escape,No Escape,2015,103.0,"Action,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no escape2015,2015,1967,No Escape,Wein.,27300000.0,27100000,2015,no escape,19926,6.8,70222,4273,no escape,5000000,27288872,42844516,37844516,8.5689032,2015,no escape2015
595,17740,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pirates of the caribbean dead men tell no tales2017,2017,2769,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017,pirates of the caribbean dead men tell no tales,52761,6.6,228592,24,pirates of the caribbean dead men tell no tales,230000000,172558876,788241137,558241137,3.4271353782608696,2017,pirates of the caribbean dead men tell no tales2017
596,17748,tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi",True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,the maze runner2014,2014,1500,The Maze Runner,Fox,102400000.0,245900000,2014,the maze runner,55985,6.8,387038,1759,the maze runner,34000000,102427862,348319861,314319861,10.244701794117649,2014,the maze runner2014
597,17751,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,zero dark thirty2012,2012,780,Zero Dark Thirty,Sony,95700000.0,37100000,2012,zero dark thirty,37995,7.4,251072,1065,zero dark thirty,52500000,95720716,134612435,82112435,2.564046380952381,2012,zero dark thirty2012
598,17752,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the campaign2012,2012,791,The Campaign,WB,86900000.0,18000000,2012,the campaign,69151,6.1,118678,417,the campaign,95000000,86907746,104907746,9907746,1.1042920631578947,2012,the campaign2012
599,17766,tt1791528,Inherent Vice,Inherent Vice,2014,148.0,"Comedy,Crime,Drama",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,inherent vice2014,2014,1635,Inherent Vice,WB,8100000.0,6600000,2014,inherent vice,48560,6.7,83346,2655,inherent vice,20000000,8110975,14772346,-5227654,0.7386173,2014,inherent vice2014
600,17828,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91.0,Fantasy,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cirque du soleil worlds away2012,2012,848,Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012,cirque du soleil worlds away,309,6.8,7643,2276,cirque du soleil worlds away,25000000,12512862,28012862,3012862,1.12051448,2012,cirque du soleil worlds away2012
601,18009,tt1798243,Rudderless,Rudderless,2014,105.0,"Comedy,Drama,Music",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,rudderless2014,2014,1824,Rudderless,Gold.,58300.0,,2014,rudderless,71688,7.5,16303,4377,rudderless,5000000,56001,567219,-4432781,0.11344380000000001,2014,rudderless2014
602,18022,tt1798684,Southpaw,Southpaw,2015,124.0,"Drama,Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,southpaw2015,2015,1945,Southpaw,Wein.,52400000.0,39500000,2015,southpaw,42196,7.4,199783,1891,southpaw,30000000,52421953,94156456,64156456,3.138548533333333,2015,southpaw2015
603,18045,tt1800241,American Hustle,American Hustle,2013,138.0,"Crime,Drama",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,american hustle2013,2013,1158,American Hustle,Sony,150100000.0,101100000,2013,american hustle,70050,7.2,418221,1379,american hustle,40000000,150117807,257878294,217878294,6.44695735,2013,american hustle2013
604,18047,tt1800246,That Awkward Moment,That Awkward Moment,2014,94.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,that awkward moment2014,2014,1591,That Awkward Moment,Focus,26100000.0,14400000,2014,that awkward moment,52765,6.2,92148,3877,that awkward moment,8000000,26068955,53068955,45068955,6.633619375,2014,that awkward moment2014
605,18084,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,step up revolution2012,2012,778,Step Up Revolution,LG/S,35100000.0,105400000,2012,step up revolution,17577,6.5,51295,1773,step up revolution,33000000,35074677,165552290,132552290,5.0167360606060605,2012,step up revolution2012
606,18119,tt1801552,Gotti,Gotti,2018,112.0,"Biography,Crime,Drama",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gotti2018,2018,3253,Gotti,VE,4300000.0,,2018,gotti,55994,4.8,10358,3663,gotti,10000000,4286367,6089100,-3910900,0.6089100000000001,2018,gotti2018
607,18375,tt1809398,Unbroken,Unbroken,2014,137.0,"Biography,Drama,Sport",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,unbroken2014,2014,1524,Unbroken,Uni.,115600000.0,47800000,2014,unbroken,3457,7.2,129981,781,unbroken,65000000,115637895,163527824,98527824,2.5158126769230766,2014,unbroken2014
608,18401,tt1810683,Little Boy,Little Boy,2015,106.0,"Drama,History,War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,little boy2015,2015,2049,Little Boy,ORF,6500000.0,,2015,little boy,25275,7.4,20945,2664,little boy,20000000,6485961,17769299,-2230701,0.88846495,2015,little boy2015
609,18491,tt1814621,Admission,Admission,2013,107.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,admission2013,2013,1275,Admission,Focus,18000000.0,,2013,admission,17591,5.7,31849,3275,admission,13000000,18007317,18733666,5733666,1.4410512307692307,2013,admission2013
610,18606,tt1815862,After Earth,After Earth,2013,100.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,after earth2013,2013,1160,After Earth,Sony,60500000.0,183300000,2013,after earth,71702,4.8,181687,252,after earth,130000000,60522097,251499665,121499665,1.934612807692308,2013,after earth2013
611,18873,tt1821549,Nebraska,Nebraska,2013,115.0,"Adventure,Comedy,Drama",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,nebraska2013,2013,1256,Nebraska,Par.,17700000.0,10000000,2013,nebraska,57950,7.7,105304,3390,nebraska,12000000,17654912,24761360,12761360,2.0634466666666667,2013,nebraska2013
612,18894,tt1821658,The Nut Job,The Nut Job,2014,85.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,the nut job2014,2014,1535,The Nut Job,ORF,64300000.0,56600000,2014,the nut job,34799,5.7,24587,1871,the nut job,30000000,64251538,122529966,92529966,4.0843322,2014,the nut job2014
613,18904,tt1821694,RED 2,RED 2,2013,116.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,red 22013,2013,1179,Red 2,LG/S,53300000.0,94800000,2013,red 2,57952,6.6,148846,527,red 2,84000000,53262560,141507355,57507355,1.6846113690476192,2013,red 22013
614,18991,tt1823664,Annie,Annie,2014,118.0,"Comedy,Drama,Family",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,annie2014,2014,1531,Annie,Sony,85900000.0,47900000,2014,annie,59593,5.3,31241,788,annie,65000000,85911262,139829625,74829625,2.151225,2014,annie2014
615,18993,tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,chappie2015,2015,1937,Chappie,Sony,31600000.0,70500000,2015,chappie,71714,6.8,213733,1210,chappie,49000000,31569268,105002056,56002056,2.142899102040816,2015,chappie2015
616,19050,tt1825683,Black Panther,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,black panther2018,2018,3080,Black Panther,BV,700100000.0,646900000,2018,black panther,9032,7.3,516148,41,black panther,200000000,700059566,1348258224,1148258224,6.74129112,2018,black panther2018
617,19121,tt1826590,About Last Night,About Last Night,2014,100.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,about last night2014,2014,1582,About Last Night,SGem,48600000.0,365000,2014,about last night,34804,6.1,21078,3257,about last night,13000000,48637684,50445860,37445860,3.8804507692307686,2014,about last night2014
618,19624,tt1837703,The Fifth Estate,The Fifth Estate,2013,128.0,"Biography,Drama,Thriller",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the fifth estate2013,2013,1297,The Fifth Estate,BV,3300000.0,5300000,2013,the fifth estate,60796,6.2,36392,2149,the fifth estate,26000000,3254172,6154172,-19845828,0.2366989230769231,2013,the fifth estate2013
