,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
2512,The Duelist,Sony,13500.0,6100000,2016,the duelist,the duelist2016
2513,The Autopsy of Jane Doe,IFC,10500.0,6000000,2016,the autopsy of jane doe,the autopsy of jane doe2016
2514,My Best Friend's Wedding,Sony,78600.0,5600000,2016,my best friends wedding,my best friends wedding2016
2515,Genius,RAtt.,1400000.0,4300000,2016,genius,genius2016
2516,20th Century Women,A24,5700000.0,,2016,20th century women,20th century women2016
2517,Hunt for the Wilderpeople,Orch.,5200000.0,,2016,hunt for the wilderpeople,hunt for the wilderpeople2016
2518,Bleed for This,ORF,5100000.0,,2016,bleed for this,bleed for this2016
2519,Hands of Stone,Wein.,4700000.0,,2016,hands of stone,hands of stone2016
2520,Men & Chicken,Drft.,30200.0,4600000,2016,men  chicken,men  chicken2016
2521,The Meddler,SPC,4300000.0,,2016,the meddler,the meddler2016
2522,A Hologram for the King,RAtt.,4200000.0,,2016,a hologram for the king,a hologram for the king2016
2523,Swiss Army Man,A24,4200000.0,,2016,swiss army man,swiss army man2016
2524,Denial,BST,4099999.0,,2016,denial,denial2016
2525,Indignation,RAtt.,3400000.0,523000,2016,indignation,indignation2016
2526,Kabali,CineGalaxy,3900000.0,,2016,kabali,kabali2016
2527,Rules Don't Apply,Fox,3700000.0,233000,2016,rules dont apply,rules dont apply2016
2528,Where to Invade Next,Drft.,3800000.0,,2016,where to invade next,where to invade next2016
2529,Batman: The Killing Joke,Fathom,3800000.0,,2016,batman the killing joke,batman the killing joke2016
2530,Naam Hai Akira,FIP,219000.0,3500000,2016,naam hai akira,naam hai akira2016
2531,A Man Called Ove,MBox,3500000.0,,2016,a man called ove,a man called ove2016
2532,Miles Ahead,SPC,2600000.0,850000,2016,miles ahead,miles ahead2016
2533,Everybody Wants Some!!,Par.,3400000.0,,2016,everybody wants some,everybody wants some2016
2534,Maggie's Plan,SPC,3400000.0,,2016,maggies plan,maggies plan2016
2535,The Program,EOne,13100.0,3300000,2016,the program,the program2016
2536,Green Room,A24,3200000.0,,2016,green room,green room2016
2537,The Eagle Huntress,SPC,3200000.0,,2016,the eagle huntress,the eagle huntress2016
2538,Compadres,PNT,3100000.0,,2016,compadres,compadres2016
2539,Desierto,STX,2000000.0,1000000,2016,desierto,desierto2016
2540,Anthropoid,BST,3000000.0,,2016,anthropoid,anthropoid2016
2541,Hillsong - Let Hope Rise,PFR,2400000.0,255000,2016,hillsong  let hope rise,hillsong  let hope rise2016
2542,El Jeremias,Sony,650000.0,1900000,2016,el jeremias,el jeremias2016
2543,The Disappointments Room,Rela.,2400000.0,,2016,the disappointments room,the disappointments room2016
2544,Dear Zindagi,Relbig.,2400000.0,,2016,dear zindagi,dear zindagi2016
2545,Elle,SPC,2300000.0,,2016,elle,elle2016
2546,Paterson,BST,2200000.0,,2016,paterson,paterson2016
2547,Equals,A24,33300.0,2100000,2016,equals,equals2016
2548,I'm Not Ashamed,PFR,2100000.0,,2016,im not ashamed,im not ashamed2016
2549,The Dressmaker,BG,2000000.0,,2016,the dressmaker,the dressmaker2016
2550,The Handmaiden,Magn.,2000000.0,,2016,the handmaiden,the handmaiden2016
2551,Demolition,FoxS,2000000.0,,2016,demolition,demolition2016
2552,American Honey,A24,663000.0,1200000,2016,american honey,american honey2016
2553,Busco Novio Para Mi Mujer,PNT,1700000.0,,2016,busco novio para mi mujer,busco novio para mi mujer2016
2554,A Perfect Day,IFC,14000.0,1700000,2016,a perfect day,a perfect day2016
2555,Weiner,IFC,1700000.0,,2016,weiner,weiner2016
2556,Rustom,Zee,1100000.0,571000,2016,rustom,rustom2016
2557,I Saw the Light,SPC,1600000.0,,2016,i saw the light,i saw the light2016
2558,Jane Got a Gun,Wein.,1500000.0,,2016,jane got a gun,jane got a gun2016
2559,Toni Erdmann,SPC,1500000.0,,2016,toni erdmann,toni erdmann2016
2560,The Neon Demon,BG,1300000.0,,2016,the neon demon,the neon demon2016
2561,Embrace of the Serpent,Osci.,1300000.0,,2016,embrace of the serpent,embrace of the serpent2016
2562,Housefull 3,Eros,1300000.0,,2016,housefull 3,housefull 32016
2563,Mohenjo Daro,UTV,1300000.0,,2016,mohenjo daro,mohenjo daro2016
2564,Lazer Team,Ampl.,1200000.0,,2016,lazer team,lazer team2016
2565,The Music of Strangers,Orch.,1200000.0,,2016,the music of strangers,the music of strangers2016
2566,Dough,Men.,1100000.0,,2016,dough,dough2016
2567,Ma ma,Osci.,47300.0,1100000,2016,ma ma,ma ma2016
2568,Wazir,Relbig.,1100000.0,,2016,wazir,wazir2016
2569,Papa: Hemingway in Cuba,YFG,1100000.0,,2016,papa hemingway in cuba,papa hemingway in cuba2016
2570,Certain Women,IFC,1100000.0,,2016,certain women,certain women2016
2571,The Innocents,MBox,1100000.0,,2016,the innocents,the innocents2016
2572,Elvis & Nixon,BST,1100000.0,,2016,elvis  nixon,elvis  nixon2016
2573,Operation Chromite,CJ,1000000.0,,2016,operation chromite,operation chromite2016
2574,Baar Baar Dekho,Eros,982000.0,,2016,baar baar dekho,baar baar dekho2016
2575,Dark Horse,SPC,941000.0,,2016,dark horse,dark horse2016
2576,Neruda,Orch.,939000.0,,2016,neruda,neruda2016
2577,Gentleman,Gaatri,898000.0,,2016,gentleman,gentleman2016
2578,Ki & Ka,Eros,858000.0,,2016,ki  ka,ki  ka2016
2579,Dishoom,Eros,813000.0,,2016,dishoom,dishoom2016
2580,The Wailing (Goksung),WGUSA,787000.0,,2016,the wailing goksung,the wailing goksung2016
2581,Chongqing Hot Pot,CL,780000.0,,2016,chongqing hot pot,chongqing hot pot2016
2582,The Polar Express (2016 re-issue),WB,765000.0,,2016,the polar express 2016 reissue,the polar express 2016 reissue2016
2583,Little Men,Magn.,703000.0,,2016,little men,little men2016
2584,Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,701000.0,,2016,chaar sahibzaade rise of band singh bahadur,chaar sahibzaade rise of band singh bahadur2016
2585,Born to be Blue (US Release),IFC,678000.0,,2016,born to be blue us release,born to be blue us release2016
2586,City of Gold,IFC,641000.0,,2016,city of gold,city of gold2016
2587,Remember (US Release),A24,638000.0,,2016,remember us release,remember us release2016
2588,Embrace: The Documentary,Gathr,629000.0,,2016,embrace the documentary,embrace the documentary2016
2589,Tickled,Magn.,614000.0,,2016,tickled,tickled2016
2590,"Lo and Behold, Reveries of the Connected World",Magn.,595000.0,,2016,lo and behold reveries of the connected world,lo and behold reveries of the connected world2016
2591,A Tale of Love and Darkness,FCW,572000.0,,2016,a tale of love and darkness,a tale of love and darkness2016
2592,Tunnel,WGUSA,569000.0,,2016,tunnel,tunnel2016
2593,Knight of Cups,BG,566000.0,,2016,knight of cups,knight of cups2016
2594,Harry & Snowman,FR,561000.0,,2016,harry  snowman,harry  snowman2016
2596,American Pastoral,LGF,544000.0,,2016,american pastoral,american pastoral2016
2597,The Age of Shadows,CJ,542000.0,,2016,the age of shadows,the age of shadows2016
2598,Fitoor,UTV,529000.0,,2016,fitoor,fitoor2016
2599,The First Monday in May,Magn.,527000.0,,2016,the first monday in may,the first monday in may2016
2600,Marguerite,Cohen,497000.0,,2016,marguerite,marguerite2016
2601,The Boy and the Beast,FUN,491000.0,,2016,the boy and the beast,the boy and the beast2016
2602,Wiener-Dog,IFC,477000.0,,2016,wienerdog,wienerdog2016
2603,Our Little Sister,SPC,468000.0,,2016,our little sister,our little sister2016
2605,Baaghi,UTV,438000.0,,2016,baaghi,baaghi2016
2606,Land of Mine,SPC,435000.0,,2016,land of mine,land of mine2016
2607,Things To Come,IFC,388000.0,,2016,things to come,things to come2016
2608,The Lobster (Canada Release),Mon,377000.0,,2016,the lobster canada release,the lobster canada release2016
2609,Mr. Donkey,CL,356000.0,,2016,mr donkey,mr donkey2016
2610,Happy Bhaag Jayegi,Eros,352000.0,,2016,happy bhaag jayegi,happy bhaag jayegi2016
2611,High-Rise,Magn.,346000.0,,2016,highrise,highrise2016
2612,Te3n,Rel.,332000.0,,2016,te3n,te3n2016
2613,Francofonia,MBox,307000.0,,2016,francofonia,francofonia2016
2614,Mia Madre,MBox,303000.0,,2016,mia madre,mia madre2016
2615,April and the Extraordinary World,GK,295000.0,,2016,april and the extraordinary world,april and the extraordinary world2016
2616,Ixcanul,KL,295000.0,,2016,ixcanul,ixcanul2016
2617,The People vs. Fritz Bauer,Cohen,288000.0,,2016,the people vs fritz bauer,the people vs fritz bauer2016
2618,Aquarius,Vita.,286000.0,,2016,aquarius,aquarius2016
2619,Kingsglaive: Final Fantasy: XV,VE,270000.0,,2016,kingsglaive final fantasy xv,kingsglaive final fantasy xv2016
2620,My Golden Days,Magn.,269000.0,,2016,my golden days,my golden days2016
2621,The Family Fang,SM,263000.0,,2016,the family fang,the family fang2016
2622,Dheepan,IFC,262000.0,,2016,dheepan,dheepan2016
2623,"Life, Animated",Orch.,255000.0,,2016,life animated,life animated2016
2624,Oasis: Supersonic,A24,243000.0,,2016,oasis supersonic,oasis supersonic2016
2625,The Invitation,Drft.,232000.0,,2016,the invitation,the invitation2016
2626,Miss Hokusai,GK,223000.0,,2016,miss hokusai,miss hokusai2016
2627,Kaptaan,UTV,204000.0,,2016,kaptaan,kaptaan2016
2628,League of Gods,Sony,182000.0,,2016,league of gods,league of gods2016
2629,Viva,Magn.,178000.0,,2016,viva,viva2016
2630,The Wave,Magn.,177000.0,,2016,the wave,the wave2016
2631,Asura: The City of Madness,CJ,176000.0,,2016,asura the city of madness,asura the city of madness2016
2632,Louder than Bombs,Orch.,164000.0,,2016,louder than bombs,louder than bombs2016
2633,Howards End (2016 Restoration),Cohen,160000.0,,2016,howards end 2016 restoration,howards end 2016 restoration2016
2634,Sunset Song,Magn.,160000.0,,2016,sunset song,sunset song2016
2635,Born to be Blue,EOne,152000.0,,2016,born to be blue,born to be blue2016
2636,Seasons,MBox,150000.0,,2016,seasons,seasons2016
2637,Rams (Hrútar),Cohen,149000.0,,2016,rams hrútar,rams hrútar2016
2638,Tumbledown,SM,135000.0,,2016,tumbledown,tumbledown2016
2639,The Brand New Testament,MBox,128000.0,,2016,the brand new testament,the brand new testament2016
2640,Spirits' Homecoming,PM&E,126000.0,,2016,spirits homecoming,spirits homecoming2016
2641,Sweet Bean,KL,125000.0,,2016,sweet bean,sweet bean2016
2642,A War,Magn.,123000.0,,2016,a war,a war2016
2643,Fire at Sea,KL,121000.0,,2016,fire at sea,fire at sea2016
2644,Hockney,FM,121000.0,,2016,hockney,hockney2016
2645,Three,WGUSA,120000.0,,2016,three,three2016
2646,Tale of Tales,IFC,119000.0,,2016,tale of tales,tale of tales2016
2647,The Measure of a Man,KL,112000.0,,2016,the measure of a man,the measure of a man2016
2648,Aferim!,BWP,108000.0,,2016,aferim,aferim2016
2649,Until Forever (Por Siempre),CZ,105000.0,,2016,until forever por siempre,until forever por siempre2016
2650,Under the Sun,Icar.,105000.0,,2016,under the sun,under the sun2016
2651,Our Last Tango,Strand,100000.0,,2016,our last tango,our last tango2016
2652,Rock On 2,Eros,98900.0,,2016,rock on 2,rock on 22016
2653,Seondal: The Man Who Sells the River,CJ,97500.0,,2016,seondal the man who sells the river,seondal the man who sells the river2016
2654,So Young 2: Never Gone,CL,96400.0,,2016,so young 2 never gone,so young 2 never gone2016
2655,"New York, New York",CL,92400.0,,2016,new york new york,new york new york2016
2656,Fireworks Wednesday,Ghop,90500.0,,2016,fireworks wednesday,fireworks wednesday2016
2657,No One's Life Is Easy: So I Married an Anti-Fan,CL,89300.0,,2016,no ones life is easy so i married an antifan,no ones life is easy so i married an antifan2016
2658,"My Love, Don't Cross that River",FM,88000.0,,2016,my love dont cross that river,my love dont cross that river2016
2659,Author: The JT LeRoy Story,Magn.,86000.0,,2016,author the jt leroy story,author the jt leroy story2016
2660,Mountains May Depart,KL,82900.0,,2016,mountains may depart,mountains may depart2016
2661,Cock and Bull,CL,82800.0,,2016,cock and bull,cock and bull2016
2662,A Street Cat Named Bob,Cleopatra,82700.0,,2016,a street cat named bob,a street cat named bob2016
2663,Les cowboys,Cohen,80800.0,,2016,les cowboys,les cowboys2016
2664,Saala Khadoos,UTV,76900.0,,2016,saala khadoos,saala khadoos2016
2665,The Monster,A24,12500.0,62200,2016,the monster,the monster2016
2666,Dancer,IFC,71900.0,,2016,dancer,dancer2016
2667,Sweet 20,CJ,71800.0,,2016,sweet 20,sweet 202016
2668,The Dark Horse,BG,67500.0,,2016,the dark horse,the dark horse2016
2669,Phantom Detective,CJ,67100.0,,2016,phantom detective,phantom detective2016
2670,Ran (2016 re-issue),Rialto,66100.0,,2016,ran 2016 reissue,ran 2016 reissue2016
2671,Microbe & Gasoline,Scre.,63800.0,,2016,microbe  gasoline,microbe  gasoline2016
2672,Time Renegades,CJ,59400.0,,2016,time renegades,time renegades2016
2673,Vanishing Time: A Boy Who Returned,Dreamwest,57800.0,,2016,vanishing time a boy who returned,vanishing time a boy who returned2016
2674,DONGJU: The Portrait of a Poet,CJ,56600.0,,2016,dongju the portrait of a poet,dongju the portrait of a poet2016
2675,L'attesa,Osci.,55800.0,,2016,lattesa,lattesa2016
2676,The Lovers and the Despot,Magn.,55500.0,,2016,the lovers and the despot,the lovers and the despot2016
2677,Clown,W/Dim.,55000.0,,2016,clown,clown2016
2678,Diary of a Chambermaid,Cohen,54200.0,,2016,diary of a chambermaid,diary of a chambermaid2016
2679,High Strung,Pala.,53400.0,,2016,high strung,high strung2016
2680,The Club,MBox,52800.0,,2016,the club,the club2016
2681,Being 17,Strand,52700.0,,2016,being 17,being 172016
2682,The Last Man on the Moon,Grav.,52500.0,,2016,the last man on the moon,the last man on the moon2016
2683,My Annoying Brother,CJ,52000.0,,2016,my annoying brother,my annoying brother2016
2684,Cemetery of Splendor,Strand,52000.0,,2016,cemetery of splendor,cemetery of splendor2016
2685,Disorder,IFC,51900.0,,2016,disorder,disorder2016
2686,Like for Likes,CJ,50800.0,,2016,like for likes,like for likes2016
2687,In the Shadow of Women,Distrib.,50300.0,,2016,in the shadow of women,in the shadow of women2016
2688,In Order of Disappearance,Magn.,50300.0,,2016,in order of disappearance,in order of disappearance2016
2689,The Treasure,SDS,50200.0,,2016,the treasure,the treasure2016
2690,Fatima,KL,50100.0,,2016,fatima,fatima2016
2691,We Are X,Drft.,45300.0,,2016,we are x,we are x2016
2692,A Melody to Remember,CJ,44300.0,,2016,a melody to remember,a melody to remember2016
2693,Phantom of the Theatre,WGUSA,44000.0,,2016,phantom of the theatre,phantom of the theatre2016
2694,Mastizaade,Eros,43400.0,,2016,mastizaade,mastizaade2016
2695,Closet Monster,Strand,42200.0,,2016,closet monster,closet monster2016
2696,Troublemakers: The Story of Land Art,FRun,29500.0,9100,2016,troublemakers the story of land art,troublemakers the story of land art2016
2697,Come What May,Cohen,37800.0,,2016,come what may,come what may2016
2698,Until Forever,Linn,35800.0,,2016,until forever,until forever2016
2699,Summertime,Strand,35300.0,,2016,summertime,summertime2016
2700,Songs My Brothers Taught Me,KL,34800.0,,2016,songs my brothers taught me,songs my brothers taught me2016
2701,Mr. Right,FCW,34700.0,,2016,mr right,mr right2016
2702,Phantom Boy,GK,34400.0,,2016,phantom boy,phantom boy2016
2703,Sweet Sixteen (Xia You Qiao Mu),CL,34300.0,,2016,sweet sixteen xia you qiao mu,sweet sixteen xia you qiao mu2016
2704,Eisenstein in Guanajuato,Strand,34300.0,,2016,eisenstein in guanajuato,eisenstein in guanajuato2016
2705,Last Cab to Darwin,FRun,34200.0,,2016,last cab to darwin,last cab to darwin2016
2706,The Map Against the World,CJ,34000.0,,2016,the map against the world,the map against the world2016
2707,Kaili Blues,Ghop,32200.0,,2016,kaili blues,kaili blues2016
2708,Anesthesia,IFC,32200.0,,2016,anesthesia,anesthesia2016
2709,"Rio, I Love You",Scre.,32000.0,,2016,rio i love you,rio i love you2016
2710,As I Open My Eyes,KL,31000.0,,2016,as i open my eyes,as i open my eyes2016
2711,The Son of Joseph,KL,30600.0,,2016,the son of joseph,the son of joseph2016
2712,From Afar,Strand,30200.0,,2016,from afar,from afar2016
2713,For a Few Bullets,CL,30100.0,,2016,for a few bullets,for a few bullets2016
2714,The Last Princess,CJ,29300.0,,2016,the last princess,the last princess2016
2715,Valley of Love,Strand,28600.0,,2016,valley of love,valley of love2016
2716,Blackway,Electric,27100.0,,2016,blackway,blackway2016
2717,Neon Bull,KL,26700.0,,2016,neon bull,neon bull2016
2718,Papa (Luo shan ji dao dan ji hua),Jampa,26700.0,,2016,papa luo shan ji dao dan ji hua,papa luo shan ji dao dan ji hua2016
2719,Standing Tall (La tete haute),Cohen,26100.0,,2016,standing tall la tete haute,standing tall la tete haute2016
2720,Chevalier,Strand,25700.0,,2016,chevalier,chevalier2016
2721,The New Year's Eve of Old Lee,CL,25400.0,,2016,the new years eve of old lee,the new years eve of old lee2016
2722,Cosmos,KL,25300.0,,2016,cosmos,cosmos2016
2723,A Monster with a Thousand Heads,MBox,24900.0,,2016,a monster with a thousand heads,a monster with a thousand heads2016
2724,Evolution,IFC,24800.0,,2016,evolution,evolution2016
2725,"Right Now, Wrong Then",Ghop,24500.0,,2016,right now wrong then,right now wrong then2016
2726,Lolo,FR,24100.0,,2016,lolo,lolo2016
2727,Sanam Teri Kasam,Eros,22100.0,,2016,sanam teri kasam,sanam teri kasam2016
2728,Term Life,FCW,21300.0,,2016,term life,term life2016
2729,The Sea of Trees,A24,20400.0,,2016,the sea of trees,the sea of trees2016
2730,Wildflower (Secretos del Alma),CZ,18100.0,,2016,wildflower secretos del alma,wildflower secretos del alma2016
2731,Colonia,Scre.,15700.0,,2016,colonia,colonia2016
2732,Argentina,FRun,14900.0,,2016,argentina,argentina2016
2733,Remember You,CJ,14800.0,,2016,remember you,remember you2016
2734,Adderall Diaries,A24,13200.0,,2016,adderall diaries,adderall diaries2016
2735,Neither Heaven Nor Earth,FM,12800.0,,2016,neither heaven nor earth,neither heaven nor earth2016
2736,The Ones Below,Magn.,12500.0,,2016,the ones below,the ones below2016
2737,"Kiki, Love to Love",Strand,12500.0,,2016,kiki love to love,kiki love to love2016
2738,Don't Call Me Son,Zeit.,11700.0,,2016,dont call me son,dont call me son2016
2739,Jeruzalem,EpicPics,11300.0,,2016,jeruzalem,jeruzalem2016
2740,Serial Killer 1,KL,10300.0,,2016,serial killer 1,serial killer 12016
2741,Chronic,MR,9000.0,,2016,chronic,chronic2016
2742,Magnus,FR,8900.0,,2016,magnus,magnus2016
2743,The Last King,Magn.,8900.0,,2016,the last king,the last king2016
2744,Mojave,A24,8300.0,,2016,mojave,mojave2016
2745,The Other Side,FM,8100.0,,2016,the other side,the other side2016
2746,The President,Crnth,7600.0,,2016,the president,the president2016
2747,They Will Have to Kill Us First,BBC,7500.0,,2016,they will have to kill us first,they will have to kill us first2016
2748,The Carer,Crnth,6200.0,,2016,the carer,the carer2016
2749,Klown Forever,Drft.,5700.0,,2016,klown forever,klown forever2016
2750,Search Party,FCW,4600.0,,2016,search party,search party2016
2751,In Harmony,Distrib.,3100.0,,2016,in harmony,in harmony2016
2752,In Her Name (Au nom de ma fille),Distrib.,1600.0,,2016,in her name au nom de ma fille,in her name au nom de ma fille2016
2753,Next Time I'll Aim for the Heart,Distrib.,800.0,,2016,next time ill aim for the heart,next time ill aim for the heart2016
2754,The Student and Mr. Henri,Distrib.,800.0,,2016,the student and mr henri,the student and mr henri2016
2755,Down By Love,Distrib.,700.0,,2016,down by love,down by love2016
2756,News From Planet Mars,KL,300.0,,2016,news from planet mars,news from planet mars2016
2757,Satanic,Magn.,300.0,,2016,satanic,satanic2016
2758,Star Wars: The Last Jedi,BV,620200000.0,712400000,2017,star wars the last jedi,star wars the last jedi2017
2759,Beauty and the Beast,BV,504000000.0,759500000,2017,beauty and the beast,beauty and the beast2017
2760,The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017,the fate of the furious,the fate of the furious2017
2761,Despicable Me 3,Uni.,264600000.0,770200000,2017,despicable me 3,despicable me 32017
2762,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017,jumanji welcome to the jungle,jumanji welcome to the jungle2017
2763,Spider-Man: Homecoming,Sony,334200000.0,546000000,2017,spiderman homecoming,spiderman homecoming2017
2764,Wolf Warrior 2,HC,2700000.0,867600000,2017,wolf warrior 2,wolf warrior 22017
2765,Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000,2017,guardians of the galaxy vol 2,guardians of the galaxy vol 22017
2766,Thor: Ragnarok,BV,315100000.0,538900000,2017,thor ragnarok,thor ragnarok2017
2767,Wonder Woman,WB,412600000.0,409300000,2017,wonder woman,wonder woman2017
2768,Coco,BV,209700000.0,597400000,2017,coco,coco2017
2769,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017,pirates of the caribbean dead men tell no tales,pirates of the caribbean dead men tell no tales2017
2770,It,WB (NL),327500000.0,372900000,2017,it,it2017
2771,Justice League,WB,229000000.0,428900000,2017,justice league,justice league2017
2772,Logan,Fox,226300000.0,392700000,2017,logan,logan2017
2773,Transformers: The Last Knight,Par.,130199999.0,475300000,2017,transformers the last knight,transformers the last knight2017
2774,Kong: Skull Island,WB,168100000.0,398600000,2017,kong skull island,kong skull island2017
2775,The Boss Baby,Fox,175000000.0,353000000,2017,the boss baby,the boss baby2017
2776,Dunkirk,WB,188000000.0,337200000,2017,dunkirk,dunkirk2017
2777,War for the Planet of the Apes,Fox,146900000.0,343800000,2017,war for the planet of the apes,war for the planet of the apes2017
2778,The Greatest Showman,Fox,174300000.0,260700000,2017,the greatest showman,the greatest showman2017
2779,Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017,kingsman the golden circle,kingsman the golden circle2017
2780,The Mummy,Uni.,80200000.0,329000000,2017,the mummy,the mummy2017
2781,Cars 3,BV,152900000.0,231000000,2017,cars 3,cars 32017
2782,Fifty Shades Darker,Uni.,114600000.0,267000000,2017,fifty shades darker,fifty shades darker2017
2783,Your Name.,FUN,5000000.0,353000000,2017,your name,your name2017
2784,Murder on the Orient Express,Fox,102800000.0,250000000,2017,murder on the orient express,murder on the orient express2017
2785,xXx: The Return of Xander Cage,Par.,44900000.0,301200000,2017,xxx the return of xander cage,xxx the return of xander cage2017
2786,The Great Wall,Uni.,45500000.0,289400000,2017,the great wall,the great wall2017
2787,Resident Evil: The Final Chapter,SGem,26800000.0,285400000,2017,resident evil the final chapter,resident evil the final chapter2017
2788,The LEGO Batman Movie,WB,175800000.0,136200000,2017,the lego batman movie,the lego batman movie2017
2789,Annabelle: Creation,WB (NL),102100000.0,204400000,2017,annabelle creation,annabelle creation2017
2790,Wonder,LGF,132400000.0,173500000,2017,wonder,wonder2017
2791,Ferdinand,Fox,84400000.0,211700000,2017,ferdinand,ferdinand2017
2792,Split,Uni.,138300000.0,140200000,2017,split,split2017
2793,Blade Runner 2049,WB,92100000.0,167200000,2017,blade runner 2049,blade runner 20492017
2794,Get Out,Uni.,176000000.0,79400000,2017,get out,get out2017
2795,Kung Fu Yoga,WGUSA,363000.0,253800000,2017,kung fu yoga,kung fu yoga2017
2796,Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000,2017,baahubali 2 the conclusion,baahubali 2 the conclusion2017
2797,Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017,journey to the west the demons strike back,journey to the west the demons strike back2017
2798,Alien: Covenant,Fox,74300000.0,166600000,2017,alien covenant,alien covenant2017
2799,Baby Driver,TriS,107800000.0,119100000,2017,baby driver,baby driver2017
2800,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017,valerian and the city of a thousand planets,valerian and the city of a thousand planets2017
2801,Geostorm,WB,33700000.0,187900000,2017,geostorm,geostorm2017
2802,The Emoji Movie,Sony,86100000.0,131699999,2017,the emoji movie,the emoji movie2017
2803,A Dog's Purpose,Uni.,64500000.0,140500000,2017,a dogs purpose,a dogs purpose2017
2804,Smurfs: The Lost Village,Sony,45000000.0,152200000,2017,smurfs the lost village,smurfs the lost village2017
2805,The Shape of Water,FoxS,63900000.0,131400000,2017,the shape of water,the shape of water2017
2806,Pitch Perfect 3,Uni.,104900000.0,80500000,2017,pitch perfect 3,pitch perfect 32017
2807,Daddy's Home 2,Par.,104000000.0,76600000,2017,daddys home 2,daddys home 22017
2808,The Post,Fox,81900000.0,97900000,2017,the post,the post2017
2809,Baywatch,Par.,58100000.0,119800000,2017,baywatch,baywatch2017
2810,The Hitman's Bodyguard,LG/S,75500000.0,101100000,2017,the hitmans bodyguard,the hitmans bodyguard2017
2811,John Wick: Chapter Two,LG/S,92000000.0,79500000,2017,john wick chapter two,john wick chapter two2017
2812,Ghost in the Shell,Par.,40600000.0,129199999,2017,ghost in the shell,ghost in the shell2017
2813,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017,three billboards outside ebbing missouri,three billboards outside ebbing missouri2017
2814,Duckweed,CL,472000.0,150600000,2017,duckweed,duckweed2017
2815,Darkest Hour,Focus,56500000.0,94400000,2017,darkest hour,darkest hour2017
2816,King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017,king arthur legend of the sword,king arthur legend of the sword2017
2817,The Foreigner,STX,34400000.0,111000000,2017,the foreigner,the foreigner2017
2818,Power Rangers,LGF,85400000.0,57000000,2017,power rangers,power rangers2017
2819,Girls Trip,Uni.,115200000.0,25400000,2017,girls trip,girls trip2017
2820,American Made,Uni.,51300000.0,83500000,2017,american made,american made2017
2821,A Bad Moms Christmas,STX,72100000.0,58400000,2017,a bad moms christmas,a bad moms christmas2017
2822,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017,captain underpants the first epic movie,captain underpants the first epic movie2017
2823,Happy Death Day,Uni.,55700000.0,69800000,2017,happy death day,happy death day2017
2824,The LEGO Ninjago Movie,WB,59300000.0,63800000,2017,the lego ninjago movie,the lego ninjago movie2017
2826,The Dark Tower,Sony,50700000.0,62500000,2017,the dark tower,the dark tower2017
2827,Buddies in India,CL,293000.0,109300000,2017,buddies in india,buddies in india2017
2828,Leap!,Wein.,21900000.0,81400000,2017,leap,leap2017
2829,Jigsaw,LGF,38100000.0,64900000,2017,jigsaw,jigsaw2017
2830,Railroad Tigers,WGUSA,218000.0,102000000,2017,railroad tigers,railroad tigers2017
2831,Life,Sony,30200000.0,70300000,2017,life,life2017
2832,Atomic Blonde,Focus,51700000.0,48300000,2017,atomic blonde,atomic blonde2017
2833,The Shack,LG/S,57400000.0,39600000,2017,the shack,the shack2017
2834,Some Like It Hot (Qing Shung),CL,100000.0,95600000,2017,some like it hot qing shung,some like it hot qing shung2017
2835,Tiger Zinda Hai,Yash,5600000.0,81800000,2017,tiger zinda hai,tiger zinda hai2017
2836,Going in Style,WB (NL),45000000.0,39900000,2017,going in style,going in style2017
2837,Rings,Par.,27800000.0,55300000,2017,rings,rings2017
2838,A Taxi Driver,WGUSA,1500000.0,80100000,2017,a taxi driver,a taxi driver2017
2839,Underworld: Blood Wars,SGem,30400000.0,50700000,2017,underworld blood wars,underworld blood wars2017
2840,Lady Bird,A24,49000000.0,30000000,2017,lady bird,lady bird2017
2841,American Assassin,LGF,36200000.0,31000000,2017,american assassin,american assassin2017
2842,One Piece Film: Gold,FUN,424000.0,65800000,2017,one piece film gold,one piece film gold2017
2843,Victoria and Abdul,Focus,22200000.0,43200000,2017,victoria and abdul,victoria and abdul2017
2844,The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000,2017,the nut job 2 nutty by nature,the nut job 2 nutty by nature2017
2845,Monster Trucks,Par.,33400000.0,31100000,2017,monster trucks,monster trucks2017
2846,The Mountain Between Us,Fox,30300000.0,32500000,2017,the mountain between us,the mountain between us2017
2847,The Star,Sony,40900000.0,22000000,2017,the star,the star2017
2848,How to be a Latin Lover,PNT,32100000.0,29700000,2017,how to be a latin lover,how to be a latin lover2017
