,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
0,Toy Story 3,BV,415000000.0,652000000,2010,toy story 3,toy story 32010
1,Alice in Wonderland,BV,334200000.0,691300000,2010,alice in wonderland,alice in wonderland2010
2,Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000,2010,harry potter and the deathly hallows part 1,harry potter and the deathly hallows part 12010
3,Inception,WB,292600000.0,535700000,2010,inception,inception2010
4,Shrek Forever After,P/DW,238700000.0,513900000,2010,shrek forever after,shrek forever after2010
5,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000,2010,the twilight saga eclipse,the twilight saga eclipse2010
6,Iron Man 2,Par.,312400000.0,311500000,2010,iron man 2,iron man 22010
7,Tangled,BV,200800000.0,391000000,2010,tangled,tangled2010
8,Despicable Me,Uni.,251500000.0,291600000,2010,despicable me,despicable me2010
9,How to Train Your Dragon,P/DW,217600000.0,277300000,2010,how to train your dragon,how to train your dragon2010
10,Clash of the Titans,WB,163200000.0,330000000,2010,clash of the titans,clash of the titans2010
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010,the chronicles of narnia the voyage of the dawn treader,the chronicles of narnia the voyage of the dawn treader2010
12,The King's Speech,Wein.,135500000.0,275400000,2010,the kings speech,the kings speech2010
13,Tron Legacy,BV,172100000.0,228000000,2010,tron legacy,tron legacy2010
14,The Karate Kid,Sony,176600000.0,182500000,2010,the karate kid,the karate kid2010
15,Prince of Persia: The Sands of Time,BV,90800000.0,245600000,2010,prince of persia the sands of time,prince of persia the sands of time2010
16,Black Swan,FoxS,107000000.0,222400000,2010,black swan,black swan2010
17,Megamind,P/DW,148400000.0,173500000,2010,megamind,megamind2010
18,Robin Hood,Uni.,105300000.0,216400000,2010,robin hood,robin hood2010
19,The Last Airbender,Par.,131800000.0,187900000,2010,the last airbender,the last airbender2010
20,Little Fockers,Uni.,148400000.0,162200000,2010,little fockers,little fockers2010
21,Resident Evil: Afterlife,SGem,60100000.0,240100000,2010,resident evil afterlife,resident evil afterlife2010
22,Shutter Island,Par.,128000000.0,166800000,2010,shutter island,shutter island2010
23,Salt,Sony,118300000.0,175200000,2010,salt,salt2010
24,Sex and the City 2,WB (NL),95300000.0,193000000,2010,sex and the city 2,sex and the city 22010
25,The Tourist,Sony,67600000.0,210700000,2010,the tourist,the tourist2010
26,The Expendables,LGF,103100000.0,171400000,2010,the expendables,the expendables2010
27,Grown Ups,Sony,162000000.0,109400000,2010,grown ups,grown ups2010
28,Knight & Day,Fox,76400000.0,185500000,2010,knight  day,knight  day2010
29,True Grit,Par.,171200000.0,81000000,2010,true grit,true grit2010
30,Gulliver's Travels,Fox,42800000.0,194600000,2010,gullivers travels,gullivers travels2010
31,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000,2010,percy jackson  the olympians the lightning thief,percy jackson  the olympians the lightning thief2010
32,The Social Network,Sony,97000000.0,128000000,2010,the social network,the social network2010
33,Valentine's Day,WB (NL),110500000.0,106000000,2010,valentines day,valentines day2010
34,The Sorcerer's Apprentice,BV,63200000.0,152100000,2010,the sorcerers apprentice,the sorcerers apprentice2010
35,Due Date,WB,100500000.0,111200000,2010,due date,due date2010
36,Eat Pray Love,Sony,80600000.0,124000000,2010,eat pray love,eat pray love2010
37,Yogi Bear,WB,100200000.0,101300000,2010,yogi bear,yogi bear2010
38,Red,Sum.,90400000.0,108600000,2010,red,red2010
39,Paranormal Activity 2,Par.,84800000.0,92800000,2010,paranormal activity 2,paranormal activity 22010
40,The A-Team,Fox,77200000.0,100000000,2010,the ateam,the ateam2010
41,Jackass 3-D,Par.,117200000.0,54500000,2010,jackass 3d,jackass 3d2010
42,The Other Guys,Sony,119200000.0,51200000,2010,the other guys,the other guys2010
43,Unstoppable,Fox,81600000.0,86200000,2010,unstoppable,unstoppable2010
44,Step Up 3-D,BV,42400000.0,116900000,2010,step up 3d,step up 3d2010
45,The Book of Eli,WB,94800000.0,62300000,2010,the book of eli,the book of eli2010
46,The Town,WB,92200000.0,61800000,2010,the town,the town2010
47,Date Night,Fox,98700000.0,53600000,2010,date night,date night2010
48,Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000,2010,legend of the guardians the owls of gahoole,legend of the guardians the owls of gahoole2010
49,The Wolfman,Uni.,62000000.0,77800000,2010,the wolfman,the wolfman2010
50,The Bounty Hunter,Sony,67099999.0,69300000,2010,the bounty hunter,the bounty hunter2010
51,Saw 3D,LGF,45700000.0,90400000,2010,saw 3d,saw 3d2010
52,Wall Street: Money Never Sleeps,Fox,52500000.0,82300000,2010,wall street money never sleeps,wall street money never sleeps2010
53,The Fighter,Par.,93600000.0,35600000,2010,the fighter,the fighter2010
54,Predators,Fox,52000000.0,75200000,2010,predators,predators2010
55,A Nightmare on Elm Street,WB (NL),63100000.0,52600000,2010,a nightmare on elm street,a nightmare on elm street2010
56,Dear John,SGem,80000000.0,35000000,2010,dear john,dear john2010
57,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010,cats  dogs the revenge of kitty galore,cats  dogs the revenge of kitty galore2010
58,Tooth Fairy,Fox,60000000.0,52400000,2010,tooth fairy,tooth fairy2010
59,Life as We Know It,WB,53400000.0,52300000,2010,life as we know it,life as we know it2010
60,Hereafter,WB,32700000.0,72500000,2010,hereafter,hereafter2010
61,The Girl with the Dragon Tattoo,MBox,10100000.0,94300000,2010,the girl with the dragon tattoo,the girl with the dragon tattoo2010
62,Love and Other Drugs,Fox,32400000.0,70500000,2010,love and other drugs,love and other drugs2010
63,Aftershock (Tangshan Dadizhen),CL,63000.0,100200000,2010,aftershock tangshan dadizhen,aftershock tangshan dadizhen2010
64,Killers,LGF,47100000.0,51100000,2010,killers,killers2010
65,Kick-Ass,LGF,48100000.0,48100000,2010,kickass,kickass2010
66,Green Zone,Uni.,35100000.0,59800000,2010,green zone,green zone2010
67,Nanny McPhee Returns,Uni.,29000000.0,64200000,2010,nanny mcphee returns,nanny mcphee returns2010
68,Get Him to the Greek,Uni.,61000000.0,30300000,2010,get him to the greek,get him to the greek2010
69,Burlesque,SGem,39400000.0,50100000,2010,burlesque,burlesque2010
70,The Last Song,BV,63000000.0,26100000,2010,the last song,the last song2010
71,Dinner for Schmucks,P/DW,73000000.0,13800000,2010,dinner for schmucks,dinner for schmucks2010
72,Marmaduke,Fox,33600000.0,50100000,2010,marmaduke,marmaduke2010
73,Piranha 3D,W/Dim.,25000000.0,58200000,2010,piranha 3d,piranha 3d2010
74,Oceans,BV,19400000.0,63200000,2010,oceans,oceans2010
75,Edge of Darkness,WB,43300000.0,37800000,2010,edge of darkness,edge of darkness2010
76,Vampires Suck,Fox,36700000.0,43900000,2010,vampires suck,vampires suck2010
77,Letters to Juliet,Sum.,53000000.0,26100000,2010,letters to juliet,letters to juliet2010
78,The Back-Up Plan,CBS,37500000.0,40000000,2010,the backup plan,the backup plan2010
79,If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000,2010,if you are the one 2 fei cheng wu rao ii,if you are the one 2 fei cheng wu rao ii2010
80,Diary of a Wimpy Kid,Fox,64000000.0,11700000,2010,diary of a wimpy kid,diary of a wimpy kid2010
81,Easy A,SGem,58400000.0,16600000,2010,easy a,easy a2010
82,Hubble 3D,WB,52400000.0,21500000,2010,hubble 3d,hubble 3d2010
83,Takers,SGem,57700000.0,11300000,2010,takers,takers2010
84,Tales from Earthsea,BV,48500.0,68600000,2010,tales from earthsea,tales from earthsea2010
85,Legion,SGem,40200000.0,27800000,2010,legion,legion2010
86,The American,Focus,35600000.0,32299999,2010,the american,the american2010
87,The Last Exorcism,LGF,41000000.0,26700000,2010,the last exorcism,the last exorcism2010
88,The Next Three Days,LGF,21100000.0,46300000,2010,the next three days,the next three days2010
89,The Girl Who Played with Fire,MBox,7600000.0,59500000,2010,the girl who played with fire,the girl who played with fire2010
90,Skyline,Uni.,21400000.0,45400000,2010,skyline,skyline2010
91,Hot Tub Time Machine,MGM,50300000.0,14300000,2010,hot tub time machine,hot tub time machine2010
92,Devil,Uni.,33600000.0,29100000,2010,devil,devil2010
93,127 Hours,FoxS,18300000.0,42400000,2010,127 hours,127 hours2010
94,Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000,2010,tyler perrys why did i get married too,tyler perrys why did i get married too2010
95,Secretariat,BV,59700000.0,537000,2010,secretariat,secretariat2010
96,The Ghost Writer,Sum.,15500000.0,44700000,2010,the ghost writer,the ghost writer2010
97,Morning Glory,Par.,31000000.0,29000000,2010,morning glory,morning glory2010
98,Remember Me,Sum.,19100000.0,37000000,2010,remember me,remember me2010
99,Cop Out,WB,44900000.0,10700000,2010,cop out,cop out2010
100,The Crazies,Over.,39100000.0,15700000,2010,the crazies,the crazies2010
101,From Paris with Love,LGF,24100000.0,28700000,2010,from paris with love,from paris with love2010
102,Daybreakers,LGF,30100000.0,21300000,2010,daybreakers,daybreakers2010
103,Alpha and Omega,LGF,25100000.0,25400000,2010,alpha and omega,alpha and omega2010
104,The Switch,Mira.,27800000.0,22100000,2010,the switch,the switch2010
105,She's Out of My League,Par.,32000000.0,17800000,2010,shes out of my league,shes out of my league2010
106,Death at a Funeral,SGem,42700000.0,6300000,2010,death at a funeral,death at a funeral2010
107,How Do You Know,Sony,30200000.0,18500000,2010,how do you know,how do you know2010
108,Charlie St. Cloud,Uni.,31200000.0,17000000,2010,charlie st cloud,charlie st cloud2010
109,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000,2010,scott pilgrim vs the world,scott pilgrim vs the world2010
110,Heartbreaker,IFC,504000.0,46900000,2010,heartbreaker,heartbreaker2010
111,The Spy Next Door,LGF,24300000.0,20900000,2010,the spy next door,the spy next door2010
112,"The Good, the Bad, the Weird",IFC,128000.0,44100000,2010,the good the bad the weird,the good the bad the weird2010
113,Machete,Fox,26600000.0,17500000,2010,machete,machete2010
114,The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000,2010,the girl who kicked the hornets nest,the girl who kicked the hornets nest2010
115,The Man From Nowhere,CJ,528000.0,42500000,2010,the man from nowhere,the man from nowhere2010
116,When in Rome,BV,32700000.0,10400000,2010,when in rome,when in rome2010
117,My Name is Khan,FoxS,4000000.0,38300000,2010,my name is khan,my name is khan2010
118,Going the Distance,WB (NL),17800000.0,24200000,2010,going the distance,going the distance2010
119,The Concert,Wein.,658000.0,40500000,2010,the concert,the concert2010
120,Agora,NM,619000.0,38400000,2010,agora,agora2010
121,For Colored Girls,LGF,37700000.0,17300,2010,for colored girls,for colored girls2010
122,Brooklyn's Finest,Over.,27200000.0,9300000,2010,brooklyns finest,brooklyns finest2010
123,Furry Vengeance,Sum.,17600000.0,18600000,2010,furry vengeance,furry vengeance2010
124,Faster,CBS,23200000.0,12400000,2010,faster,faster2010
125,The Kids Are All Right,Focus,20800000.0,13900000,2010,the kids are all right,the kids are all right2010
126,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000,2010,you will meet a tall dark stranger,you will meet a tall dark stranger2010
127,The Secret in Their Eyes,SPC,6400000.0,27600000,2010,the secret in their eyes,the secret in their eyes2010
128,Avatar: Special Edition,Fox,10700000.0,22500000,2010,avatar special edition,avatar special edition2010
129,Leap Year,Uni.,25900000.0,6700000,2010,leap year,leap year2010
130,You Again,BV,25700000.0,6300000,2010,you again,you again2010
131,Mesrine: Killer Instinct,MBox,552000.0,30500000,2010,mesrine killer instinct,mesrine killer instinct2010
132,The Losers,WB,23600000.0,5800000,2010,the losers,the losers2010
133,Case 39,ParV,13300000.0,14900000,2010,case 39,case 392010
134,Ramona and Beezus,Fox,26200000.0,1100000,2010,ramona and beezus,ramona and beezus2010
135,Splice,WB,17000000.0,9800000,2010,splice,splice2010
136,Fair Game,Sum.,9500000.0,14600000,2010,fair game,fair game2010
137,Let Me In,Over.,12100000.0,12000000,2010,let me in,let me in2010
138,Mao's Last Dancer,Gold.,4800000.0,17500000,2010,maos last dancer,maos last dancer2010
139,Just Wright,FoxS,21500000.0,29900,2010,just wright,just wright2010
140,Our Family Wedding,FoxS,20300000.0,1200000,2010,our family wedding,our family wedding2010
141,My Soul to Take,Uni.,14700000.0,6200000,2010,my soul to take,my soul to take2010
142,71 Into the Fire,JS,177000.0,20800000,2010,71 into the fire,71 into the fire2010
143,"I Love You, Phillip Morris",RAtt.,2000000.0,18700000,2010,i love you phillip morris,i love you phillip morris2010
144,Country Strong,SGem,20200000.0,310000,2010,country strong,country strong2010
145,Another Year,SPC,3200000.0,16500000,2010,another year,another year2010
146,Youth in Revolt,W/Dim.,15300000.0,4400000,2010,youth in revolt,youth in revolt2010
147,Buried,LGF,1000000.0,18100000,2010,buried,buried2010
148,[Rec] 2,Magn.,27800.0,18500000,2010,rec 2,rec 22010
149,Repo Men,Uni.,13800000.0,4600000,2010,repo men,repo men2010
150,A Prophet (Un prophète),SPC,2100000.0,15800000,2010,a prophet un prophète,a prophet un prophète2010
151,Soul Kitchen,IFC,277000.0,17600000,2010,soul kitchen,soul kitchen2010
152,Mother,Magn.,552000.0,16600000,2010,mother,mother2010
153,Micmacs,SPC,1300000.0,15100000,2010,micmacs,micmacs2010
154,The Nutcracker in 3D,Free,195000.0,16000000,2010,the nutcracker in 3d,the nutcracker in 3d2010
155,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000,2010,sea rex 3d journey to a prehistoric world,sea rex 3d journey to a prehistoric world2010
156,I Hate Luv Storys,UTV,848000.0,14900000,2010,i hate luv storys,i hate luv storys2010
157,Extraordinary Measures,CBS,12100000.0,3100000,2010,extraordinary measures,extraordinary measures2010
158,Somewhere,Focus,1800000.0,12200000,2010,somewhere,somewhere2010
159,Winter's Bone,RAtt.,6500000.0,7300000,2010,winters bone,winters bone2010
160,The Last Station,SPC,6600000.0,6900000,2010,the last station,the last station2010
161,Raajneeti,UTV,1500000.0,11100000,2010,raajneeti,raajneeti2010
162,Made in Dagenham,SPC,1100000.0,11300000,2010,made in dagenham,made in dagenham2010
163,Blue Valentine,Wein.,9700000.0,2600000,2010,blue valentine,blue valentine2010
164,Tamara Drewe,SPC,560000.0,11400000,2010,tamara drewe,tamara drewe2010
165,Chloe,SPC,3100000.0,8600000,2010,chloe,chloe2010
166,Looking for Eric,IFC,55800.0,11500000,2010,looking for eric,looking for eric2010
167,The Warrior's Way,Rela.,5700000.0,5400000,2010,the warriors way,the warriors way2010
168,I Am Love,Magn.,5000000.0,5900000,2010,i am love,i am love2010
169,Jonah Hex,WB,10500000.0,356000,2010,jonah hex,jonah hex2010
170,Harry Brown,Gold.,1800000.0,8500000,2010,harry brown,harry brown2010
171,Cyrus,FoxS,7500000.0,2500000,2010,cyrus,cyrus2010
172,Conviction,FoxS,6800000.0,2900000,2010,conviction,conviction2010
173,Get Low,SPC,9200000.0,518000,2010,get low,get low2010
174,Babies,Focus,7300000.0,2200000,2010,babies,babies2010
175,Stone,Over.,1800000.0,7700000,2010,stone,stone2010
176,Peepli Live,UTV,758000.0,8700000,2010,peepli live,peepli live2010
177,Never Let Me Go,FoxS,2400000.0,7000000,2010,never let me go,never let me go2010
178,Mid-August Lunch,Zeit.,675000.0,8700000,2010,midaugust lunch,midaugust lunch2010
179,MacGruber,Uni.,8500000.0,797000,2010,macgruber,macgruber2010
180,City Island,Anch.,6700000.0,1200000,2010,city island,city island2010
181,Inside Job,SPC,4300000.0,3600000,2010,inside job,inside job2010
182,The Joneses,RAtt.,1500000.0,5500000,2010,the joneses,the joneses2010
183,Centurion,Magn.,124000.0,6700000,2010,centurion,centurion2010
184,Animal Kingdom,SPC,1000000.0,5700000,2010,animal kingdom,animal kingdom2010
185,Nowhere Boy,Wein.,1500000.0,5100000,2010,nowhere boy,nowhere boy2010
186,It's Kind of a Funny Story,Focus,6400000.0,128000,2010,its kind of a funny story,its kind of a funny story2010
187,"Waiting for ""Superman""",ParV,6400000.0,9300,2010,waiting for superman,waiting for superman2010
188,Greenberg,Focus,4200000.0,1900000,2010,greenberg,greenberg2010
189,Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999,2010,coco chanel  igor stravinsky,coco chanel  igor stravinsky2010
190,Vincere,IFC,619000.0,5100000,2010,vincere,vincere2010
191,The Illusionist,SPC,2200000.0,3400000,2010,the illusionist,the illusionist2010
192,Exit Through the Gift Shop,PDA,3300000.0,2000000,2010,exit through the gift shop,exit through the gift shop2010
193,Mademoiselle Chambon,Lorb.,532000.0,4700000,2010,mademoiselle chambon,mademoiselle chambon2010
194,Solitary Man,Anch.,4400000.0,818000,2010,solitary man,solitary man2010
195,Rabbit Hole,LGF,2200000.0,2900000,2010,rabbit hole,rabbit hole2010
196,Vision,Zeit.,435000.0,4600000,2010,vision,vision2010
197,Mother and Child,SPC,1100000.0,3900000,2010,mother and child,mother and child2010
198,The Runaways,App.,3600000.0,1100000,2010,the runaways,the runaways2010
199,Four Lions,Drft.,305000.0,4400000,2010,four lions,four lions2010
200,Wild Grass,SPC,404000.0,4200000,2010,wild grass,wild grass2010
201,Please Give,SPC,4000000.0,280000,2010,please give,please give2010
202,Monsters,Magn.,237000.0,4000000,2010,monsters,monsters2010
203,Rare Exports: A Christmas Tale,Osci.,236000.0,3800000,2010,rare exports a christmas tale,rare exports a christmas tale2010
204,The Killer Inside Me,IFC,217000.0,3800000,2010,the killer inside me,the killer inside me2010
205,The Perfect Game,IW,1000000.0,2800000,2010,the perfect game,the perfect game2010
206,To Save a Life,Gold.,3800000.0,45800,2010,to save a life,to save a life2010
207,Inspector Bellamy,IFC,108000.0,3600000,2010,inspector bellamy,inspector bellamy2010
208,Catfish,Rog.,3200000.0,242000,2010,catfish,catfish2010
209,Wild Target,Free,109000.0,3300000,2010,wild target,wild target2010
211,Frozen,Anch.,246000.0,2900000,2010,frozen,frozen2010
212,Dabangg,Eros,1300000.0,1700000,2010,dabangg,dabangg2010
213,Kites,Relbig.,1600000.0,1300000,2010,kites,kites2010
214,Letters to God,Viv.,2800000.0,60300,2010,letters to god,letters to god2010
215,Twelve,Hann.,184000.0,2400000,2010,twelve,twelve2010
216,Tees Maar Khan,UTV,1100000.0,1400000,2010,tees maar khan,tees maar khan2010
217,Fish Tank,IFC,375000.0,2000000,2010,fish tank,fish tank2010
218,Housefull,Eros,1200000.0,1200000,2010,housefull,housefull2010
219,Golmaal 3,Eros,1100000.0,935000,2010,golmaal 3,golmaal 32010
220,After.Life,Anch.,109000.0,1900000,2010,afterlife,afterlife2010
221,Cairo Time,IFC,1600000.0,391000,2010,cairo time,cairo time2010
222,Flipped,WB,1800000.0,,2010,flipped,flipped2010
223,Guzaarish,UTV,1000000.0,695000,2010,guzaarish,guzaarish2010
224,Ondine,Magn.,550000.0,1100000,2010,ondine,ondine2010
225,Anjaana Anjaani,Eros,855000.0,761000,2010,anjaana anjaani,anjaana anjaani2010
226,John Rabe,Strand,67500.0,1400000,2010,john rabe,john rabe2010
227,Restrepo,NGE,1300000.0,105000,2010,restrepo,restrepo2010
228,Raavan,Relbig.,709000.0,648000,2010,raavan,raavan2010
229,The City of Your Final Destination,Scre.,493000.0,859000,2010,the city of your final destination,the city of your final destination2010
231,Ajami,Kino,622000.0,669000,2010,ajami,ajami2010
232,Army of Crime,Lorb.,37000.0,1200000,2010,army of crime,army of crime2010
233,Lebanon,SPC,368000.0,830000,2010,lebanon,lebanon2010
234,Howl,Osci.,617000.0,566000,2010,howl,howl2010
235,Videocracy,Kino,23700.0,1200000,2010,videocracy,videocracy2010
236,When You're Strange,Abr.,246000.0,901000,2010,when youre strange,when youre strange2010
237,The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000,2010,the salvation poem poema de salvacion,the salvation poem poema de salvacion2010
238,Casino Jack,ATO,1000000.0,40700,2010,casino jack,casino jack2010
239,Leaving,IFC,176000.0,893000,2010,leaving,leaving2010
240,Khatta Meetha,Eros,542000.0,499000,2010,khatta meetha,khatta meetha2010
241,We Are Family,UTV,638000.0,393000,2010,we are family,we are family2010
242,Leaves of Grass,First,70100.0,949000,2010,leaves of grass,leaves of grass2010
243,North Face,MBox,711000.0,216000,2010,north face,north face2010
244,Creation,NM,341000.0,555000,2010,creation,creation2010
245,No One Knows About Persian Cats,IFC,81800.0,798000,2010,no one knows about persian cats,no one knows about persian cats2010
246,Carlos,IFC,146000.0,726000,2010,carlos,carlos2010
247,Hideaway (Le Refuge),Strand,34500.0,837000,2010,hideaway le refuge,hideaway le refuge2010
248,The Disappearance of Alice Creed,Anch.,167000.0,701000,2010,the disappearance of alice creed,the disappearance of alice creed2010
249,Break Ke Baad,Relbig.,428000.0,389000,2010,break ke baad,break ke baad2010
250,Veer,Eros,527000.0,277000,2010,veer,veer2010
251,Life During Wartime,IFC,281000.0,487000,2010,life during wartime,life during wartime2010
252,Enter the Void,IFC,336000.0,418000,2010,enter the void,enter the void2010
253,The Secret of Kells,GK,677000.0,62700,2010,the secret of kells,the secret of kells2010
254,The Polar Express (IMAX re-issue 2010),WB,673000.0,,2010,the polar express imax reissue 2010,the polar express imax reissue 20102010
255,No Problem,Eros,285000.0,369000,2010,no problem,no problem2010
256,All Good Things,Magn.,582000.0,62500,2010,all good things,all good things2010
257,Jack Goes Boating,Over.,542000.0,77600,2010,jack goes boating,jack goes boating2010
258,Holy Rollers,FInd.,303000.0,305000,2010,holy rollers,holy rollers2010
259,Chain Letter,NFC,139000.0,447000,2010,chain letter,chain letter2010
260,I Spit on Your Grave,Anch.,93100.0,480000,2010,i spit on your grave,i spit on your grave2010
261,I'm Still Here,Magn.,409000.0,160000,2010,im still here,im still here2010
262,Salt of this Sea,Lorb.,11700.0,545000,2010,salt of this sea,salt of this sea2010
263,Undertow,TFC,109000.0,393000,2010,undertow,undertow2010
264,Father of My Children,IFC,144000.0,335000,2010,father of my children,father of my children2010
265,The Greatest,Pala.,115000.0,359000,2010,the greatest,the greatest2010
266,The Extra Man,Magn.,453000.0,4500,2010,the extra man,the extra man2010
267,Tiny Furniture,IFC,392000.0,,2010,tiny furniture,tiny furniture2010
268,Dogtooth,Kino,110000.0,274000,2010,dogtooth,dogtooth2010
269,Grease (Sing-a-Long re-issue),Par.,366000.0,,2010,grease singalong reissue,grease singalong reissue2010
270,The Tempest,Mira.,278000.0,68700,2010,the tempest,the tempest2010
271,The Good Heart,Magn.,20900.0,323000,2010,the good heart,the good heart2010
272,Formosa Betrayed,Scre.,225000.0,101000,2010,formosa betrayed,formosa betrayed2010
273,Red Hill,Strand,21100.0,300000,2010,red hill,red hill2010
274,Welcome to the Rileys,Gold.,159000.0,158000,2010,welcome to the rileys,welcome to the rileys2010
275,"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000,2010,a woman a gun and a noodle shop,a woman a gun and a noodle shop2010
276,The Girl on the Train,Strand,208000.0,97100,2010,the girl on the train,the girl on the train2010
277,Mesrine: Public Enemy No. 1,MBox,275000.0,28100,2010,mesrine public enemy no 1,mesrine public enemy no 12010
278,44 Inch Chest,Imag.,39000.0,255000,2010,44 inch chest,44 inch chest2010
279,Karthik Calling Karthik,Eros,286000.0,7100,2010,karthik calling karthik,karthik calling karthik2010
280,Last Train Home,Zeit.,288000.0,,2010,last train home,last train home2010
281,Eyes Wide Open,NAV,26300.0,250000,2010,eyes wide open,eyes wide open2010
282,Waste Land,Arth.,188000.0,88700,2010,waste land,waste land2010
283,South of the Border,CLS,199000.0,70800,2010,south of the border,south of the border2010
284,Human Centipede,IFC,181000.0,70700,2010,human centipede,human centipede2010
285,"Lovely, Still",Mont.,128000.0,106000,2010,lovely still,lovely still2010
286,The Girl (Flickan),Olive,2200.0,229000,2010,the girl flickan,the girl flickan2010
287,Sweetgrass,CGld,207000.0,,2010,sweetgrass,sweetgrass2010
288,Bitch Slap,Free,17400.0,182000,2010,bitch slap,bitch slap2010
289,Chance Pe Dance,UTV,169000.0,24300,2010,chance pe dance,chance pe dance2010
290,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500,2010,client 9 the rise and fall of eliot spitzer,client 9 the rise and fall of eliot spitzer2010
291,Casino Jack and the United States of Money,Magn.,177000.0,,2010,casino jack and the united states of money,casino jack and the united states of money2010
292,Perrier's Bounty,IFC,800.0,167000,2010,perriers bounty,perriers bounty2010
293,Around a Small Mountain,CGld,33200.0,131000,2010,around a small mountain,around a small mountain2010
294,Spring Fever,Strand,10800.0,150000,2010,spring fever,spring fever2010
295,The Eclipse,Magn.,133000.0,26400,2010,the eclipse,the eclipse2010
296,George A. Romero's Survival of the Dead,Magn.,102000.0,41500,2010,george a romeros survival of the dead,george a romeros survival of the dead2010
297,The Romantics,FOAK,107000.0,17300,2010,the romantics,the romantics2010
299,Freakonomics,Magn.,101000.0,16400,2010,freakonomics,freakonomics2010
300,Saint John of Las Vegas,IVP,103000.0,9100,2010,saint john of las vegas,saint john of las vegas2010
301,Band Baaja Baaraat,Yash,43800.0,60700,2010,band baaja baaraat,band baaja baaraat2010
303,Kisses,Osci.,81700.0,15300,2010,kisses,kisses2010
304,Waking Sleeping Beauty,BV,80700.0,4200,2010,waking sleeping beauty,waking sleeping beauty2010
305,Enemies of the People,ICir,73200.0,6400,2010,enemies of the people,enemies of the people2010
307,Hadewijch,IFC,5000.0,57500,2010,hadewijch,hadewijch2010
308,Alamar,FM,61600.0,,2010,alamar,alamar2010
309,As Good as Dead,First,2000.0,53600,2010,as good as dead,as good as dead2010
310,Inhale,IFC,4100.0,51000,2010,inhale,inhale2010
311,Hatchet 2,Vita.,52600.0,,2010,hatchet 2,hatchet 22010
312,District B13: Ultimatum,Magn.,36100.0,16200,2010,district b13 ultimatum,district b13 ultimatum2010
313,GasLand,WOW,30800.0,18600,2010,gasland,gasland2010
314,Boogie Woogie,IFC,2600.0,44900,2010,boogie woogie,boogie woogie2010
315,Come Undone,FM,10000.0,31300,2010,come undone,come undone2010
316,The Red Baron,Mont.,37200.0,3100,2010,the red baron,the red baron2010
317,Bluebeard,Strand,33500.0,5200,2010,bluebeard,bluebeard2010
318,Daddy Longlegs,IFC,21800.0,11500,2010,daddy longlegs,daddy longlegs2010
319,Living in Emergency,Truly,32200.0,,2010,living in emergency,living in emergency2010
320,Nenette,Kino,18000.0,5400,2010,nenette,nenette2010
321,Picture Me,Strand,12000.0,10400,2010,picture me,picture me2010
322,The Thorn in the Heart,Osci.,7400.0,10500,2010,the thorn in the heart,the thorn in the heart2010
323,The Taqwacores,Strand,11400.0,,2010,the taqwacores,the taqwacores2010
324,Cherry,Abr.,11400.0,,2010,cherry,cherry2010
325,Terkel in Trouble,Indic.,10800.0,,2010,terkel in trouble,terkel in trouble2010
326,Kimjongilia,Lorb.,4400.0,,2010,kimjongilia,kimjongilia2010
328,Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000,2011,harry potter and the deathly hallows part 2,harry potter and the deathly hallows part 22011
329,Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011,transformers dark of the moon,transformers dark of the moon2011
330,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,pirates of the caribbean on stranger tides,pirates of the caribbean on stranger tides2011
331,The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000,2011,the twilight saga breaking dawn part 1,the twilight saga breaking dawn part 12011
332,Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011,mission impossible  ghost protocol,mission impossible  ghost protocol2011
333,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,kung fu panda 2,kung fu panda 22011
334,Fast Five,Uni.,209800000.0,416300000,2011,fast five,fast five2011
335,The Hangover Part II,WB,254500000.0,332300000,2011,the hangover part ii,the hangover part ii2011
336,The Smurfs,Sony,142600000.0,421100000,2011,the smurfs,the smurfs2011
337,Cars 2,BV,191500000.0,370700000,2011,cars 2,cars 22011
