,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,Action,Crime,Drama,Biography,Comedy,Fantasy,Horror,Thriller,Adventure,Animation,Documentary,History,Mystery,Science Fiction,Romance,Family,War,Music,Sport,Western,Musical,Adult,News,Link,start_year_str,Unnamed: 0_y,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title
910,23974,tt1972663,Into the Abyss,Into the Abyss,2011,107.0,"Crime,Documentary,Drama",False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,into the abyss2011,2011,653,Into the Abyss,IFC,224000.0,,2011,into the abyss
911,23996,tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the best of me2014,2014,1598,The Best of Me,Rela.,26800000.0,9200000,2014,the best of me
912,24039,tt1974419,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the neon demon2016,2016,2560,The Neon Demon,BG,1300000.0,,2016,the neon demon
913,24040,tt1974420,Rules Don't Apply,Rules Don't Apply,2016,127.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,rules dont apply2016,2016,2527,Rules Don't Apply,Fox,3700000.0,233000,2016,rules dont apply
914,24090,tt1976000,The Two Faces of January,The Two Faces of January,2014,96.0,"Romance,Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the two faces of january2014,2014,1637,The Two Faces of January,Magn.,507000.0,13000000,2014,the two faces of january
915,24093,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,victor frankenstein2015,2015,1999,Victor Frankenstein,Fox,5800000.0,28500000,2015,victor frankenstein
916,24111,tt1976989,Love and Honor,Love and Honor,2013,100.0,"Drama,Romance,War",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,love and honor2013,2013,1451,Love and Honor,IFC,19700.0,,2013,love and honor
917,24215,tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rush2013,2013,1202,Rush,Uni.,26900000.0,63300000,2013,rush
918,24225,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,the good dinosaur2015,2015,1892,The Good Dinosaur,BV,123100000.0,209100000,2015,the good dinosaur
919,24297,tt1980986,Housefull 2,Housefull 2,2012,145.0,"Action,Comedy,Musical",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,housefull 22012,2012,965,Housefull 2,Eros,1800000.0,,2012,housefull 2
920,24315,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,thor the dark world2013,2013,1136,Thor: The Dark World,BV,206400000.0,438200000,2013,thor the dark world
921,24316,tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,geostorm2017,2017,2801,Geostorm,WB,33700000.0,187900000,2017,geostorm
922,24333,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,pitch perfect2012,2012,788,Pitch Perfect,Uni.,65000000.0,50300000,2012,pitch perfect
923,24416,tt1985019,Austenland,Austenland,2013,97.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,austenland2013,2013,1338,Austenland,SPC,2200000.0,,2013,austenland
924,24449,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,cloudy with a chance of meatballs 22013,2013,1154,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013,cloudy with a chance of meatballs 2
925,24451,tt1985981,Desi Boyz,Desi Boyz,2011,122.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,desi boyz2011,2011,591,Desi Boyz,Eros,1100000.0,,2011,desi boyz
926,24642,tt1990314,Robot & Frank,Robot & Frank,2012,89.0,"Comedy,Crime,Drama",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,robot  frank2012,2012,943,Robot & Frank,Gold.,3300000.0,,2012,robot  frank
927,24683,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,chernobyl diaries2012,2012,839,Chernobyl Diaries,WB,18100000.0,19000000,2012,chernobyl diaries
928,24768,tt1995390,Our Kind of Traitor,Our Kind of Traitor,2016,108.0,"Crime,Drama,Thriller",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,our kind of traitor2016,2016,2497,Our Kind of Traitor,RAtt.,3200000.0,7600000,2016,our kind of traitor
929,24804,tt1996264,"For a Good Time, Call...","For a Good Time, Call...",2012,85.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,for a good time call2012,2012,986,"For a Good Time, Call...",Focus,1300000.0,,2012,for a good time call
930,24935,tt1999890,Hell Fest,Hell Fest,2018,89.0,Horror,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,hell fest2018,2018,3207,Hell Fest,LGF,11100000.0,7100000,2018,hell fest
931,24954,tt2002718,Machete Kills,Machete Kills,2013,107.0,"Action,Crime,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,machete kills2013,2013,1281,Machete Kills,ORF,8000000.0,7000000,2013,machete kills
932,25009,tt2004420,Neighbors,Neighbors,2014,97.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,neighbors2014,2014,1506,Neighbors,Uni.,150200000.0,120500000,2014,neighbors
933,25015,tt2005151,War Dogs,War Dogs,2016,114.0,"Comedy,Crime,Drama",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,war dogs2016,2016,2407,War Dogs,WB,43000000.0,43200000,2016,war dogs
934,25084,tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History",False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,the 332015,2015,2010,The 33,WB,12200000.0,12700000,2015,the 33
935,25238,tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,believe2013,2013,1307,Believe,ORF,6200000.0,,2013,believe
936,25287,tt2011159,No Good Deed,No Good Deed,2014,84.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no good deed2014,2014,1576,No Good Deed,SGem,52500000.0,1800000,2014,no good deed
937,25291,tt2011183,Pastorela,Pastorela,2011,88.0,"Comedy,Fantasy",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pastorela2011,2011,565,Pastorela,LGF,161000.0,2700000,2011,pastorela
938,25337,tt2011953,Keep the Lights On,Keep the Lights On,2012,101.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,keep the lights on2012,2012,1031,Keep the Lights On,MBox,246000.0,,2012,keep the lights on
939,25432,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,guardians of the galaxy2014,2014,1479,Guardians of the Galaxy,BV,333200000.0,440200000,2014,guardians of the galaxy
940,25484,tt2016894,Ek Tha Tiger,Ek Tha Tiger,2012,132.0,"Action,Romance,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ek tha tiger2012,2012,957,Ek Tha Tiger,Yash,2300000.0,,2012,ek tha tiger
941,25488,tt2016940,Man of Tai Chi,Man of Tai Chi,2013,105.0,"Action,Drama",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,man of tai chi2013,2013,1417,Man of Tai Chi,RTWC,100000.0,,2013,man of tai chi
942,25500,tt2017020,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,the smurfs 22013,2013,1148,The Smurfs 2,Sony,71000000.0,276500000,2013,the smurfs 2
943,25504,tt2017038,All Is Lost,All Is Lost,2013,106.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,all is lost2013,2013,1284,All Is Lost,RAtt.,6300000.0,7400000,2013,all is lost
944,25530,tt2018086,Camille Claudel 1915,Camille Claudel 1915,2013,95.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,camille claudel 19152013,2013,1443,Camille Claudel 1915,KL,35300.0,,2013,camille claudel 1915
945,25612,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,diary of a wimpy kid dog days2012,2012,810,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,diary of a wimpy kid dog days
946,25637,tt2023587,Mama,Mama,2013,100.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mama2013,2013,1180,Mama,Uni.,71600000.0,74800000,2013,mama
947,25688,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,identity thief2013,2013,1172,Identity Thief,Uni.,134500000.0,39500000,2013,identity thief
948,25693,tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,nonstop2014,2014,1512,Non-Stop,Uni.,92200000.0,130600000,2014,nonstop
949,25709,tt2024544,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History",False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12 years a slave2013,2013,1170,12 Years a Slave,FoxS,56700000.0,131100000,2013,12 years a slave
950,25744,tt2025690,The Finest Hours,The Finest Hours,2016,117.0,"Action,Drama,History",True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,the finest hours2016,2016,2428,The Finest Hours,BV,27600000.0,24500000,2016,the finest hours
951,25882,tt2034031,Laggies,Laggies,2014,99.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,laggies2014,2014,1737,Laggies,A24,1100000.0,,2014,laggies
952,25898,tt2034139,The Last Exorcism Part II,The Last Exorcism Part II,2013,88.0,"Drama,Horror,Thriller",False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the last exorcism part ii2013,2013,1280,The Last Exorcism Part II,CBS,15200000.0,,2013,the last exorcism part ii
953,25980,tt2039338,Flatliners,Flatliners,2017,109.0,"Drama,Horror,Mystery",False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,flatliners2017,2017,2863,Flatliners,Sony,16900000.0,28300000,2017,flatliners
954,25989,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the gambler2014,2014,1593,The Gambler,Par.,33700000.0,5600000,2014,the gambler
955,26112,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,inside llewyn davis2013,2013,1248,Inside Llewyn Davis,CBS,13200000.0,19700000,2013,inside llewyn davis
956,26404,tt2053397,Muran,Muran,2011,103.0,"Action,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,muran2011,2011,707,Muran,UTV,30100.0,,2011,muran
957,26414,tt2053463,Side Effects,Side Effects,2013,106.0,"Crime,Drama,Mystery",False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,side effects2013,2013,1221,Side Effects,ORF,32200000.0,31200000,2013,side effects
958,26457,tt2055765,The English Teacher,The English Teacher,2013,93.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the english teacher2013,2013,1416,The English Teacher,Cdgm.,105000.0,,2013,the english teacher
959,26584,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,point break2015,2015,1923,Point Break,WB,28800000.0,104900000,2015,point break
960,26595,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13 sins2014,2014,1849,13 Sins,RTWC,13800.0,,2014,13 sins
961,26687,tt2062622,Postman Pat: The Movie,Postman Pat: The Movie,2014,88.0,"Animation,Comedy,Family",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,postman pat the movie2014,2014,1725,Postman Pat: The Movie,Shout!,1500.0,1300000,2014,postman pat the movie
962,26700,tt2062700,Song to Song,Song to Song,2017,129.0,"Drama,Music,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,song to song2017,2017,2995,Song to Song,BG,444000.0,,2017,song to song
963,26717,tt2062996,Something from Nothing: The Art of Rap,Something from Nothing: The Art of Rap,2012,106.0,"Documentary,Music",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,something from nothing the art of rap2012,2012,1028,Something From Nothing: The Art of Rap,IM,288000.0,,2012,something from nothing the art of rap
964,26737,tt2063666,Hello I Must Be Going,Hello I Must Be Going,2012,95.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,hello i must be going2012,2012,1065,Hello I Must Be Going,Osci.,107000.0,,2012,hello i must be going
965,26751,tt2063781,Smashed,Smashed,2012,81.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,smashed2012,2012,1021,Smashed,SPC,377000.0,,2012,smashed
966,26858,tt2066176,Any Day Now,Any Day Now,2012,98.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,any day now2012,2012,1043,Any Day Now,MBox,201000.0,,2012,any day now
967,27103,tt2072233,Sleepless,Sleepless,2017,95.0,"Action,Crime,Thriller",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sleepless2017,2017,2877,Sleepless,ORF,20800000.0,12100000,2017,sleepless
968,76726,tt4388844,Sleepless,Sleepless,2017,0.0,"Drama,War",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,sleepless2017,2017,2877,Sleepless,ORF,20800000.0,12100000,2017,sleepless
969,27139,tt2073029,Marina Abramovic: The Artist Is Present,Marina Abramovic: The Artist Is Present,2012,106.0,"Biography,Documentary,History",False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,marina abramovic the artist is present2012,2012,1072,Marina Abramovic: The Artist is Present,MBox,86600.0,,2012,marina abramovic the artist is present
970,27311,tt2076220,Holy Motors,Holy Motors,2012,115.0,"Drama,Fantasy",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,holy motors2012,2012,1006,Holy Motors,IM,641000.0,,2012,holy motors
971,27410,tt2077833,Rowdy Rathore,Rowdy Rathore,2012,140.0,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rowdy rathore2012,2012,856,Rowdy Rathore,UTV,777000.0,28600000,2012,rowdy rathore
972,27498,tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,steve jobs2015,2015,1998,Steve Jobs,Uni.,17800000.0,16700000,2015,steve jobs
973,27562,tt2082197,Barfi!,Barfi!,2012,151.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,barfi2012,2012,949,Barfi!,UTV,2800000.0,,2012,barfi
974,27641,tt2083355,The Best Man Holiday,The Best Man Holiday,2013,123.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the best man holiday2013,2013,1215,The Best Man Holiday,Uni.,70500000.0,2300000,2013,the best man holiday
975,27646,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,trouble with the curve2012,2012,829,Trouble with the Curve,WB,35800000.0,13200000,2012,trouble with the curve
976,27716,tt2084970,The Imitation Game,The Imitation Game,2014,114.0,"Biography,Drama,Thriller",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the imitation game2014,2014,1511,The Imitation Game,Wein.,91100000.0,142400000,2014,the imitation game
977,27982,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,captain underpants the first epic movie2017,2017,2822,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017,captain underpants the first epic movie
978,28027,tt2091473,Promised Land,Promised Land,2012,106.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,promised land2012,2012,910,Promised Land,Focus,7600000.0,541000,2012,promised land
979,28119,tt2093991,Elvis & Nixon,Elvis & Nixon,2016,86.0,"Comedy,History",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,elvis  nixon2016,2016,2572,Elvis & Nixon,BST,1100000.0,,2016,elvis  nixon
980,28150,tt2094766,Assassin's Creed,Assassin's Creed,2016,115.0,"Action,Adventure,Sci-Fi",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,assassins creed2016,2016,2355,Assassin's Creed,Fox,54600000.0,186300000,2016,assassins creed
981,28268,tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014,109.0,"Adventure,Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dumb and dumber to2014,2014,1523,Dumb and Dumber To,Uni.,86200000.0,83600000,2014,dumb and dumber to
982,28269,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,inside out2015,2015,1878,Inside Out,BV,356500000.0,501100000,2015,inside out
983,28288,tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,mcfarland usa2015,2015,1981,"McFarland, USA",BV,44500000.0,1200000,2015,mcfarland usa
984,28290,tt2097307,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,hit and run2012,2012,880,Hit and Run,ORF,13700000.0,704000,2012,hit and run
985,28425,tt2101341,Dead Man Down,Dead Man Down,2013,118.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dead man down2013,2013,1274,Dead Man Down,FD,10900000.0,7200000,2013,dead man down
986,28520,tt2103254,Tammy,Tammy,2014,97.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tammy2014,2014,1547,Tammy,WB (NL),84500000.0,16000000,2014,tammy
987,28525,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dawn of the planet of the apes2014,2014,1484,Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014,dawn of the planet of the apes
988,28584,tt2105044,V/H/S,V/H/S,2012,116.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,vhs2012,2012,1070,V/H/S,Magn.,100000.0,,2012,vhs
989,28599,tt2106361,Into the Storm,Into the Storm,2014,89.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,into the storm2014,2014,1525,Into The Storm,WB (NL),47600000.0,114100000,2014,into the storm
990,28752,tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,paranormal activity 42012,2012,777,Paranormal Activity 4,Par.,53900000.0,88900000,2012,paranormal activity 4
991,28764,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,transformers age of extinction2014,2014,1477,Transformers: Age of Extinction,Par.,245400000.0,858600000,2014,transformers age of extinction
992,28813,tt2112096,Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,2016,91.0,"Comedy,Crime",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,absolutely fabulous the movie2016,2016,2444,Absolutely Fabulous: The Movie,FoxS,4800000.0,33100000,2016,absolutely fabulous the movie
993,28821,tt2112124,Chennai Express,Chennai Express,2013,141.0,"Action,Comedy",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,chennai express2013,2013,1313,Chennai Express,UTV,5300000.0,,2013,chennai express
994,28823,tt2112131,Dabangg 2,Dabangg 2,2012,120.0,"Action,Comedy",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dabangg 22012,2012,954,Dabangg 2,Eros,2500000.0,,2012,dabangg 2
995,28928,tt2113659,Elsa & Fred,Elsa & Fred,2014,93.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,elsa  fred2014,2014,1782,Elsa & Fred,MNE,286000.0,,2014,elsa  fred
996,29071,tt2118702,Patience (After Sebald),Patience (After Sebald),2012,86.0,Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,patience after sebald2012,2012,1107,Patience (After Sebald),CGld,15900.0,,2012,patience after sebald
997,29109,tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139.0,"Biography,Drama,History",False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,hacksaw ridge2016,2016,2370,Hacksaw Ridge,LGF,67200000.0,108100000,2016,hacksaw ridge
998,29111,tt2119543,The House with a Clock in Its Walls,The House with a Clock in Its Walls,2018,105.0,"Comedy,Fantasy,Horror",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the house with a clock in its walls2018,2018,3130,The House With A Clock In Its Walls,Uni.,68500000.0,62900000,2018,the house with a clock in its walls
999,29129,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,pixels2015,2015,1902,Pixels,Sony,78700000.0,166100000,2015,pixels
1000,29182,tt2122340,Ferrari Ki Sawaari,Ferrari Ki Sawaari,2012,140.0,"Comedy,Drama,Family",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,ferrari ki sawaari2012,2012,1016,Ferrari Ki Sawaari,Eros,434000.0,,2012,ferrari ki sawaari
1001,29263,tt2124074,28 Hotel Rooms,28 Hotel Rooms,2012,82.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,28 hotel rooms2012,2012,1100,28 Hotel Rooms,Osci.,18900.0,,2012,28 hotel rooms
1002,29329,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,beasts of the southern wild2012,2012,867,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012,beasts of the southern wild
1003,29356,tt2125608,Searching for Sugar Man,Searching for Sugar Man,2012,86.0,"Biography,Documentary,Music",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,searching for sugar man2012,2012,940,Searching for Sugar Man,SPC,3700000.0,,2012,searching for sugar man
1004,29363,tt2125653,The House I Live In,The House I Live In,2012,108.0,Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,the house i live in2012,2012,1039,The House I Live In,Abr.,211000.0,,2012,the house i live in
1005,29368,tt2125666,The Queen of Versailles,The Queen of Versailles,2012,100.0,Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,the queen of versailles2012,2012,956,The Queen of Versailles,Magn.,2400000.0,,2012,the queen of versailles
1006,29384,tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,san andreas2015,2015,1887,San Andreas,WB (NL),155200000.0,318800000,2015,san andreas
1007,29385,tt2126357,Second Act,Second Act,2018,103.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,second act2018,2018,3158,Second Act,STX,39300000.0,33000000,2018,second act
1008,29495,tt2130242,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,2012,130.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tere naal love ho gaya2012,2012,1044,Tere Naal Love Ho Gaya,UTV,178000.0,,2012,tere naal love ho gaya
